review_id,order_id,customer_id,product_id,rating
REV001773,ORD021938,CUST08471,PROD0438,5
REV001774,ORD018768,CUST08442,PROD0239,4
REV001775,ORD044567,CUST02018,PROD0120,4
REV001776,ORD017789,CUST09506,PROD0489,4
REV001777,ORD008991,CUST06503,PROD0329,5
REV001778,ORD039301,CUST06468,PROD0023,5
REV001779,ORD000714,CUST07552,PROD0300,5
REV001780,ORD002389,CUST09756,PROD0186,3
REV001781,ORD001413,CUST00896,PROD0159,3
REV001782,ORD035279,CUST02952,PROD0446,5
REV001783,ORD028551,CUST01938,PROD0427,5
REV001784,ORD033900,CUST05438,PROD0476,5
REV001785,ORD042952,CUST04409,PROD0396,3
REV001786,ORD018396,CUST00175,PROD0113,5
REV001787,ORD037071,CUST03204,PROD0036,4
REV001788,ORD009839,CUST03228,PROD0383,5
REV001789,ORD016226,CUST07276,PROD0490,5
REV001790,ORD036241,CUST03634,PROD0028,4
REV001791,ORD047704,CUST09431,PROD0002,4
REV001792,ORD018032,CUST04339,PROD0081,5
REV001793,ORD030235,CUST03075,PROD0246,5
REV001794,ORD039647,CUST03922,PROD0172,5
REV001795,ORD029791,CUST04153,PROD0157,5
REV001796,ORD010768,CUST04097,PROD0112,4
REV001797,ORD030644,CUST04818,PROD0080,4
REV001798,ORD019534,CUST00455,PROD0317,5
REV001799,ORD035045,CUST01459,PROD0436,5
REV001800,ORD037410,CUST00459,PROD0269,5
REV001801,ORD047978,CUST03471,PROD0281,5
REV001802,ORD010407,CUST06482,PROD0265,4
REV001803,ORD017827,CUST07792,PROD0384,5
REV001804,ORD011767,CUST09845,PROD0275,3
REV001805,ORD045482,CUST07080,PROD0208,4
REV001806,ORD000385,CUST03920,PROD0270,3
REV001807,ORD017136,CUST02349,PROD0031,3
REV001808,ORD009024,CUST04909,PROD0297,5
REV001809,ORD031147,CUST06611,PROD0401,1
REV001810,ORD019077,CUST04422,PROD0218,5
REV001811,ORD030124,CUST00916,PROD0125,4
REV001812,ORD012688,CUST02576,PROD0107,5
REV001813,ORD027388,CUST04752,PROD0395,3
REV001814,ORD048682,CUST09771,PROD0308,4
REV001815,ORD025070,CUST08451,PROD0217,5
REV001816,ORD016633,CUST05045,PROD0482,4
REV001817,ORD005292,CUST05420,PROD0150,5
REV001818,ORD025919,CUST00423,PROD0110,5
REV001819,ORD008418,CUST08361,PROD0409,4
REV001820,ORD008543,CUST01662,PROD0007,2
REV001821,ORD012309,CUST02591,PROD0030,5
REV001822,ORD004599,CUST08644,PROD0367,5
REV001823,ORD011376,CUST03182,PROD0464,5
REV001824,ORD007540,CUST08433,PROD0272,4
REV001825,ORD047930,CUST01727,PROD0356,5
REV001826,ORD017014,CUST07274,PROD0445,5
REV001827,ORD039190,CUST00894,PROD0022,5
REV001828,ORD025415,CUST03280,PROD0288,5
REV001829,ORD002985,CUST08050,PROD0310,4
REV001830,ORD006803,CUST01410,PROD0077,4
REV001831,ORD021200,CUST03454,PROD0499,5
REV001832,ORD020202,CUST00969,PROD0366,5
REV001833,ORD035133,CUST00334,PROD0210,4
REV001834,ORD011245,CUST08197,PROD0432,4
REV001835,ORD020679,CUST01968,PROD0258,4
REV001836,ORD003371,CUST01627,PROD0200,4
REV001837,ORD004415,CUST08328,PROD0273,4
REV001838,ORD043960,CUST00998,PROD0454,5
REV001839,ORD003151,CUST07641,PROD0302,5
REV001840,ORD027387,CUST00506,PROD0494,4
REV001841,ORD007232,CUST01458,PROD0376,5
REV001842,ORD013287,CUST02951,PROD0372,5
REV001843,ORD038949,CUST06745,PROD0405,5
REV001844,ORD029993,CUST01020,PROD0123,4
REV001845,ORD030541,CUST09115,PROD0144,4
REV001846,ORD028986,CUST04089,PROD0350,3
REV001847,ORD049846,CUST06186,PROD0251,5
REV001848,ORD004998,CUST06623,PROD0082,4
REV001849,ORD000140,CUST06654,PROD0393,3
REV001850,ORD048882,CUST00516,PROD0492,4
REV001851,ORD027593,CUST05293,PROD0343,3
REV001852,ORD006755,CUST09895,PROD0482,1
REV001853,ORD025896,CUST08202,PROD0358,5
REV001854,ORD018870,CUST09438,PROD0402,5
REV001855,ORD047382,CUST01022,PROD0161,3
REV001856,ORD011105,CUST04757,PROD0395,5
REV001857,ORD023065,CUST03598,PROD0150,3
REV001858,ORD016438,CUST01676,PROD0348,4
REV001859,ORD001827,CUST02830,PROD0216,5
REV001860,ORD047273,CUST06431,PROD0205,1
REV001861,ORD030965,CUST07922,PROD0259,3
REV001862,ORD035329,CUST08075,PROD0445,4
REV001863,ORD003195,CUST05251,PROD0498,4
REV001864,ORD020293,CUST02642,PROD0166,4
REV001865,ORD024468,CUST07439,PROD0244,4
REV001866,ORD021023,CUST00323,PROD0400,5
REV001867,ORD027985,CUST06259,PROD0404,4
REV001868,ORD016952,CUST00559,PROD0490,5
REV001869,ORD019226,CUST07704,PROD0048,4
REV001870,ORD012473,CUST03461,PROD0021,5
REV001871,ORD035304,CUST00417,PROD0133,5
REV001872,ORD027265,CUST07821,PROD0483,4
REV001873,ORD042620,CUST01928,PROD0059,5
REV001874,ORD008880,CUST08022,PROD0489,4
REV001875,ORD029070,CUST02218,PROD0433,3
REV001876,ORD030512,CUST03258,PROD0058,5
REV001877,ORD021701,CUST08118,PROD0427,5
REV001878,ORD025845,CUST09200,PROD0179,4
REV001879,ORD035146,CUST03226,PROD0236,4
REV001880,ORD034196,CUST01313,PROD0123,4
REV001881,ORD036436,CUST05504,PROD0090,5
REV001882,ORD040972,CUST07651,PROD0365,3
REV001883,ORD040804,CUST00945,PROD0072,4
REV001884,ORD043001,CUST07947,PROD0063,5
REV001885,ORD011822,CUST07528,PROD0181,5
REV001886,ORD006343,CUST09341,PROD0215,1
REV001887,ORD002652,CUST07631,PROD0167,3
REV001888,ORD041259,CUST03625,PROD0269,5
REV001889,ORD015527,CUST02723,PROD0046,5
REV001890,ORD008074,CUST07330,PROD0134,5
REV001891,ORD012544,CUST05913,PROD0173,2
REV001892,ORD001477,CUST00635,PROD0196,2
REV001893,ORD041839,CUST02125,PROD0019,5
REV001894,ORD022009,CUST06588,PROD0358,5
REV001895,ORD019303,CUST03544,PROD0161,5
REV001896,ORD028708,CUST06147,PROD0228,5
REV001897,ORD040967,CUST03778,PROD0182,5
REV001898,ORD008639,CUST06786,PROD0044,5
REV001899,ORD041227,CUST03055,PROD0447,4
REV001900,ORD021815,CUST03585,PROD0324,5
REV001901,ORD010766,CUST09151,PROD0171,4
REV001902,ORD014412,CUST03944,PROD0027,2
REV001903,ORD031756,CUST07537,PROD0157,4
REV001904,ORD035612,CUST01864,PROD0097,4
REV001905,ORD003493,CUST06943,PROD0137,4
REV001906,ORD046951,CUST04461,PROD0214,5
REV001907,ORD006503,CUST06215,PROD0421,5
REV001908,ORD047336,CUST01659,PROD0040,5
REV001909,ORD035376,CUST01279,PROD0292,4
REV001910,ORD044869,CUST03007,PROD0451,5
REV001911,ORD042925,CUST05939,PROD0114,1
REV001912,ORD001737,CUST03854,PROD0137,4
REV001913,ORD007206,CUST00238,PROD0313,5
REV001914,ORD013863,CUST06908,PROD0358,1
REV001915,ORD042905,CUST03610,PROD0049,4
REV001916,ORD029003,CUST09922,PROD0187,3
REV001917,ORD015829,CUST09649,PROD0293,4
REV001918,ORD039155,CUST06569,PROD0336,4
REV001919,ORD016129,CUST08598,PROD0486,5
REV001920,ORD003529,CUST04029,PROD0008,4
REV001921,ORD002111,CUST06510,PROD0178,2
REV001922,ORD002480,CUST08563,PROD0040,3
REV001923,ORD018778,CUST01405,PROD0168,5
REV001924,ORD016196,CUST03113,PROD0396,4
REV001925,ORD048947,CUST08481,PROD0141,4
REV001926,ORD008554,CUST00631,PROD0093,4
REV001927,ORD025651,CUST04242,PROD0046,4
REV001928,ORD029843,CUST00293,PROD0387,5
REV001929,ORD006351,CUST03019,PROD0072,5
REV001930,ORD026198,CUST01006,PROD0479,4
REV001931,ORD032143,CUST01484,PROD0266,4
REV001932,ORD009483,CUST07103,PROD0262,5
REV001933,ORD018363,CUST05382,PROD0198,4
REV001934,ORD020787,CUST09752,PROD0360,1
REV001935,ORD009340,CUST07488,PROD0018,5
REV001936,ORD016678,CUST03831,PROD0058,4
REV001937,ORD039576,CUST04253,PROD0499,3
REV001938,ORD042706,CUST08549,PROD0090,4
REV001939,ORD024258,CUST03054,PROD0120,1
REV001940,ORD032983,CUST00270,PROD0304,3
REV001941,ORD047747,CUST01105,PROD0347,4
REV001942,ORD021451,CUST03930,PROD0453,5
REV001943,ORD025582,CUST00717,PROD0468,4
REV001944,ORD001336,CUST09278,PROD0053,5
REV001945,ORD045679,CUST05333,PROD0083,2
REV001946,ORD036306,CUST03843,PROD0008,5
REV001947,ORD026008,CUST07549,PROD0430,4
REV001948,ORD014945,CUST05299,PROD0031,5
REV001949,ORD013935,CUST08309,PROD0113,3
REV001950,ORD040710,CUST00545,PROD0230,5
REV001951,ORD011791,CUST01721,PROD0313,3
REV001952,ORD037627,CUST07915,PROD0414,2
REV001953,ORD024476,CUST05498,PROD0215,5
REV001954,ORD029648,CUST05150,PROD0382,2
REV001955,ORD018424,CUST09108,PROD0046,5
REV001956,ORD043467,CUST07191,PROD0068,5
REV001957,ORD019215,CUST03590,PROD0012,4
REV001958,ORD015085,CUST08144,PROD0059,5
REV001959,ORD046468,CUST02422,PROD0187,4
REV001960,ORD025413,CUST01781,PROD0162,2
REV001961,ORD045019,CUST05788,PROD0342,4
REV001962,ORD028133,CUST01430,PROD0017,2
REV001963,ORD026852,CUST00427,PROD0466,4
REV001964,ORD048294,CUST06002,PROD0324,5
REV001965,ORD036216,CUST05949,PROD0426,4
REV001966,ORD030518,CUST00877,PROD0118,5
REV001967,ORD025348,CUST05298,PROD0058,5
REV001968,ORD022053,CUST08268,PROD0269,5
REV001969,ORD022730,CUST05105,PROD0125,4
REV001970,ORD038915,CUST08060,PROD0291,5
REV001971,ORD007516,CUST00789,PROD0315,3
REV001972,ORD026078,CUST06850,PROD0351,5
REV001973,ORD000325,CUST00001,PROD0056,5
REV001974,ORD015233,CUST07205,PROD0071,2
REV001975,ORD045569,CUST00121,PROD0338,5
REV001976,ORD034034,CUST06491,PROD0229,4
REV001977,ORD024235,CUST00658,PROD0223,5
REV001978,ORD022523,CUST08772,PROD0379,2
REV001979,ORD015747,CUST06305,PROD0175,2
REV001980,ORD025023,CUST04799,PROD0164,4
REV001981,ORD030043,CUST05605,PROD0022,5
REV001982,ORD023486,CUST03588,PROD0496,4
REV001983,ORD046203,CUST05110,PROD0003,5
REV001984,ORD004964,CUST05572,PROD0052,2
REV001985,ORD024466,CUST01707,PROD0417,3
REV001986,ORD032526,CUST06324,PROD0287,4
REV001987,ORD024267,CUST07398,PROD0138,5
REV001988,ORD027528,CUST01370,PROD0204,4
REV001989,ORD013743,CUST09842,PROD0420,4
REV001990,ORD037123,CUST06182,PROD0065,5
REV001991,ORD012612,CUST08434,PROD0378,5
REV001992,ORD009077,CUST05969,PROD0469,3
REV001993,ORD033021,CUST04406,PROD0183,5
REV001994,ORD013663,CUST03816,PROD0005,5
REV001995,ORD023383,CUST09971,PROD0440,5
REV001996,ORD021703,CUST09768,PROD0160,3
REV001997,ORD024531,CUST04421,PROD0049,5
REV001998,ORD037097,CUST00917,PROD0396,5
REV001999,ORD046933,CUST04623,PROD0152,5
REV002000,ORD019525,CUST09223,PROD0011,3
REV002001,ORD038450,CUST07823,PROD0483,5
REV002002,ORD004665,CUST05898,PROD0293,1
REV002003,ORD006070,CUST04631,PROD0113,4
REV002004,ORD030778,CUST03544,PROD0198,4
REV002005,ORD039920,CUST07519,PROD0354,3
REV002006,ORD003966,CUST03176,PROD0180,4
REV002007,ORD006579,CUST08366,PROD0051,5
REV002008,ORD035269,CUST04819,PROD0434,3
REV002009,ORD016990,CUST04902,PROD0285,3
REV002010,ORD028250,CUST05722,PROD0436,5
REV002011,ORD002819,CUST06660,PROD0199,4
REV002012,ORD010142,CUST05493,PROD0264,5
REV002013,ORD004554,CUST03889,PROD0437,4
REV002014,ORD008105,CUST01548,PROD0469,5
REV002015,ORD044191,CUST00917,PROD0450,5
REV002016,ORD010322,CUST03569,PROD0477,2
REV002017,ORD016051,CUST07648,PROD0420,4
REV002018,ORD008105,CUST01548,PROD0356,3
REV002019,ORD034761,CUST04327,PROD0127,2
REV002020,ORD000937,CUST03397,PROD0346,4
REV002021,ORD003460,CUST06029,PROD0175,5
REV002022,ORD034847,CUST01024,PROD0097,2
REV002023,ORD042687,CUST06865,PROD0042,4
REV002024,ORD020116,CUST04196,PROD0145,5
REV002025,ORD025483,CUST09360,PROD0296,5
REV002026,ORD026886,CUST08906,PROD0428,3
REV002027,ORD009641,CUST09172,PROD0070,3
REV002028,ORD048469,CUST04458,PROD0123,2
REV002029,ORD028443,CUST08659,PROD0059,3
REV002030,ORD011186,CUST05149,PROD0140,5
REV002031,ORD046808,CUST01428,PROD0448,3
REV002032,ORD011484,CUST01327,PROD0366,4
REV002033,ORD043965,CUST08606,PROD0206,4
REV002034,ORD036903,CUST06590,PROD0153,5
REV002035,ORD017548,CUST02410,PROD0149,5
REV002036,ORD014482,CUST01975,PROD0048,5
REV002037,ORD011704,CUST00581,PROD0089,3
REV002038,ORD004051,CUST04211,PROD0484,2
REV002039,ORD020545,CUST08888,PROD0030,3
REV002040,ORD001206,CUST02022,PROD0099,5
REV002041,ORD021177,CUST08020,PROD0165,2
REV002042,ORD002795,CUST08521,PROD0362,4
REV002043,ORD042440,CUST04114,PROD0169,4
REV002044,ORD015908,CUST03212,PROD0422,5
REV002045,ORD016405,CUST00700,PROD0417,3
REV002046,ORD041146,CUST08924,PROD0107,5
REV002047,ORD003054,CUST04558,PROD0286,3
REV002048,ORD008677,CUST04905,PROD0167,2
REV002049,ORD035566,CUST05549,PROD0025,2
REV002050,ORD017850,CUST01477,PROD0248,5
REV002051,ORD016133,CUST05581,PROD0113,5
REV002052,ORD003947,CUST04302,PROD0286,5
REV002053,ORD032051,CUST01081,PROD0287,4
REV002054,ORD044185,CUST03059,PROD0429,2
REV002055,ORD035813,CUST03517,PROD0459,4
REV002056,ORD046253,CUST06642,PROD0182,4
REV002057,ORD023648,CUST06946,PROD0482,4
REV002058,ORD005680,CUST00867,PROD0166,4
REV002059,ORD037074,CUST07204,PROD0244,4
REV002060,ORD003597,CUST04048,PROD0025,4
REV002061,ORD010424,CUST08211,PROD0437,4
REV002062,ORD006414,CUST04717,PROD0012,5
REV002063,ORD024182,CUST08852,PROD0368,1
REV002064,ORD036203,CUST05307,PROD0017,5
REV002065,ORD033993,CUST02669,PROD0140,4
REV002066,ORD041765,CUST08308,PROD0097,1
REV002067,ORD034580,CUST08893,PROD0351,5
REV002068,ORD009799,CUST09062,PROD0319,5
REV002069,ORD014600,CUST06480,PROD0008,5
REV002070,ORD020459,CUST03693,PROD0285,4
REV002071,ORD022137,CUST00359,PROD0291,5
REV002072,ORD021025,CUST04363,PROD0318,4
REV002073,ORD016358,CUST05919,PROD0478,4
REV002074,ORD018999,CUST00592,PROD0134,4
REV002075,ORD029062,CUST04758,PROD0156,5
REV002076,ORD034854,CUST07147,PROD0380,5
REV002077,ORD027122,CUST03034,PROD0178,3
REV002078,ORD033541,CUST07005,PROD0411,3
REV002079,ORD007783,CUST01660,PROD0175,5
REV002080,ORD022901,CUST03136,PROD0311,4
REV002081,ORD021972,CUST05538,PROD0322,3
REV002082,ORD042090,CUST04068,PROD0381,2
REV002083,ORD026915,CUST09149,PROD0370,5
REV002084,ORD030543,CUST04702,PROD0193,5
REV002085,ORD013046,CUST06500,PROD0429,1
REV002086,ORD040668,CUST00147,PROD0167,2
REV002087,ORD010912,CUST06843,PROD0056,5
REV002088,ORD017772,CUST08451,PROD0317,4
REV002089,ORD011072,CUST05709,PROD0467,4
REV002090,ORD020841,CUST04100,PROD0039,4
REV002091,ORD030699,CUST06696,PROD0040,4
REV002092,ORD035414,CUST00988,PROD0031,5
REV002093,ORD049849,CUST00634,PROD0214,4
REV002094,ORD035580,CUST04064,PROD0320,3
REV002095,ORD045155,CUST03396,PROD0096,5
REV002096,ORD031950,CUST09930,PROD0032,3
REV002097,ORD035263,CUST06156,PROD0408,2
REV002098,ORD018323,CUST04021,PROD0052,5
REV002099,ORD030068,CUST01759,PROD0361,2
REV002100,ORD031872,CUST08497,PROD0412,3
REV002101,ORD000227,CUST04288,PROD0217,5
REV002102,ORD043696,CUST08122,PROD0271,5
REV002103,ORD028482,CUST09808,PROD0003,4
REV002104,ORD026185,CUST01800,PROD0492,4
REV002105,ORD021000,CUST00642,PROD0259,5
REV002106,ORD025655,CUST00056,PROD0316,2
REV002107,ORD020627,CUST08417,PROD0350,3
REV002108,ORD027775,CUST01515,PROD0260,5
REV002109,ORD019975,CUST05492,PROD0008,5
REV002110,ORD009646,CUST06593,PROD0252,1
REV002111,ORD021592,CUST08088,PROD0132,4
REV002112,ORD028844,CUST03058,PROD0328,2
REV002113,ORD009963,CUST07311,PROD0241,1
REV002114,ORD035354,CUST05130,PROD0013,1
REV002115,ORD043173,CUST01756,PROD0392,5
REV002116,ORD002368,CUST03028,PROD0431,5
REV002117,ORD010820,CUST07552,PROD0329,3
REV002118,ORD027555,CUST00473,PROD0020,3
REV002119,ORD014681,CUST07788,PROD0124,4
REV002120,ORD002239,CUST03548,PROD0358,4
REV002121,ORD035343,CUST02412,PROD0353,2
REV002122,ORD007218,CUST03198,PROD0472,3
REV002123,ORD031102,CUST06011,PROD0069,4
REV002124,ORD000636,CUST01848,PROD0173,4
REV002125,ORD030467,CUST07604,PROD0250,4
REV002126,ORD046696,CUST09080,PROD0050,5
REV002127,ORD005429,CUST03717,PROD0151,3
REV002128,ORD024323,CUST08479,PROD0228,4
REV002129,ORD046436,CUST03314,PROD0012,5
REV002130,ORD033339,CUST00430,PROD0109,5
REV002131,ORD044271,CUST06656,PROD0254,5
REV002132,ORD016765,CUST01434,PROD0346,4
REV002133,ORD031497,CUST00698,PROD0138,5
REV002134,ORD030975,CUST07597,PROD0477,1
REV002135,ORD013472,CUST04370,PROD0118,1
REV002136,ORD031519,CUST02021,PROD0453,5
REV002137,ORD026289,CUST03406,PROD0496,5
REV002138,ORD031263,CUST09711,PROD0334,1
REV002139,ORD007003,CUST05708,PROD0229,5
REV002140,ORD019585,CUST06531,PROD0290,5
REV002141,ORD016726,CUST09444,PROD0428,4
REV002142,ORD046498,CUST00274,PROD0054,4
REV002143,ORD038558,CUST03924,PROD0304,3
REV002144,ORD031688,CUST03751,PROD0144,4
REV002145,ORD016220,CUST07897,PROD0006,5
REV002146,ORD049965,CUST08137,PROD0441,4
REV002147,ORD023846,CUST05973,PROD0404,4
REV002148,ORD049249,CUST04505,PROD0252,4
REV002149,ORD037380,CUST03704,PROD0483,5
REV002150,ORD015313,CUST03704,PROD0289,3
REV002151,ORD006641,CUST01391,PROD0326,5
REV002152,ORD021678,CUST02408,PROD0427,2
REV002153,ORD027694,CUST02087,PROD0173,5
REV002154,ORD002101,CUST09100,PROD0190,5
REV002155,ORD001392,CUST03206,PROD0227,3
REV002156,ORD048736,CUST00594,PROD0065,4
REV002157,ORD013928,CUST01542,PROD0328,5
REV002158,ORD038002,CUST07108,PROD0301,4
REV002159,ORD031977,CUST05029,PROD0294,5
REV002160,ORD017038,CUST00989,PROD0066,5
REV002161,ORD009707,CUST02495,PROD0119,2
REV002162,ORD044927,CUST05815,PROD0058,5
REV002163,ORD024607,CUST07303,PROD0401,4
REV002164,ORD034733,CUST06644,PROD0080,4
REV002165,ORD027262,CUST04625,PROD0170,4
REV002166,ORD003879,CUST00826,PROD0259,4
REV002167,ORD042243,CUST03749,PROD0462,5
REV002168,ORD016462,CUST02347,PROD0227,5
REV002169,ORD044739,CUST05369,PROD0428,5
REV002170,ORD039350,CUST05613,PROD0113,4
REV002171,ORD040598,CUST02580,PROD0114,5
REV002172,ORD021179,CUST00681,PROD0178,4
REV002173,ORD002048,CUST02907,PROD0468,3
REV002174,ORD008300,CUST07491,PROD0390,4
REV002175,ORD047832,CUST02592,PROD0229,4
REV002176,ORD041435,CUST06639,PROD0053,3
REV002177,ORD044159,CUST06676,PROD0439,4
REV002178,ORD027661,CUST05707,PROD0167,5
REV002179,ORD019253,CUST04326,PROD0316,5
REV002180,ORD048647,CUST09240,PROD0200,4
REV002181,ORD047306,CUST09224,PROD0446,5
REV002182,ORD007470,CUST07923,PROD0179,4
REV002183,ORD039710,CUST02129,PROD0491,3
REV002184,ORD034534,CUST00810,PROD0195,5
REV002185,ORD019180,CUST08687,PROD0238,5
REV002186,ORD047868,CUST09026,PROD0414,1
REV002187,ORD030605,CUST09497,PROD0260,5
REV002188,ORD001131,CUST02217,PROD0005,4
REV002189,ORD040596,CUST08882,PROD0039,3
REV002190,ORD047618,CUST02622,PROD0041,4
REV002191,ORD003973,CUST03768,PROD0269,5
REV002192,ORD017888,CUST01083,PROD0381,5
REV002193,ORD004416,CUST03611,PROD0386,5
REV002194,ORD019223,CUST06073,PROD0085,4
REV002195,ORD040318,CUST03397,PROD0235,4
REV002196,ORD023460,CUST00608,PROD0437,4
REV002197,ORD000798,CUST08705,PROD0045,5
REV002198,ORD036461,CUST07720,PROD0362,3
REV002199,ORD045425,CUST04861,PROD0358,4
REV002200,ORD005279,CUST03998,PROD0497,5
REV002201,ORD018909,CUST07728,PROD0252,5
REV002202,ORD019481,CUST03560,PROD0177,4
REV002203,ORD017401,CUST00038,PROD0371,5
REV002204,ORD023335,CUST07915,PROD0147,5
REV002205,ORD015281,CUST00506,PROD0132,5
REV002206,ORD025600,CUST00427,PROD0203,4
REV002207,ORD048238,CUST09245,PROD0253,5
REV002208,ORD045142,CUST06791,PROD0234,5
REV002209,ORD021590,CUST05501,PROD0211,5
REV002210,ORD018548,CUST02481,PROD0009,5
REV002211,ORD043015,CUST05080,PROD0138,5
REV002212,ORD036869,CUST05244,PROD0107,3
REV002213,ORD038745,CUST05597,PROD0326,3
REV002214,ORD039750,CUST05134,PROD0132,3
REV002215,ORD025899,CUST05156,PROD0428,5
REV002216,ORD045691,CUST04710,PROD0425,5
REV002217,ORD041978,CUST05201,PROD0126,2
REV002218,ORD022560,CUST05428,PROD0489,5
REV002219,ORD040526,CUST09532,PROD0245,4
REV002220,ORD036589,CUST04391,PROD0113,3
REV002221,ORD038794,CUST05732,PROD0156,4
REV002222,ORD016438,CUST01676,PROD0015,4
REV002223,ORD019489,CUST01445,PROD0201,5
REV002224,ORD006833,CUST07223,PROD0104,4
REV002225,ORD010841,CUST02509,PROD0093,2
REV002226,ORD007005,CUST08610,PROD0257,3
REV002227,ORD045994,CUST03070,PROD0049,5
REV002228,ORD021040,CUST09463,PROD0390,4
REV002229,ORD020614,CUST04186,PROD0387,4
REV002230,ORD043335,CUST01511,PROD0098,2
REV002231,ORD046312,CUST05887,PROD0143,4
REV002232,ORD026269,CUST06006,PROD0179,2
REV002233,ORD003296,CUST04136,PROD0233,3
REV002234,ORD032630,CUST01144,PROD0014,3
REV002235,ORD000321,CUST06512,PROD0180,3
REV002236,ORD024427,CUST05178,PROD0200,4
REV002237,ORD015786,CUST02563,PROD0467,4
REV002238,ORD035962,CUST00081,PROD0397,3
REV002239,ORD030218,CUST02354,PROD0117,5
REV002240,ORD039234,CUST02561,PROD0390,5
REV002241,ORD041232,CUST01699,PROD0205,5
REV002242,ORD012031,CUST06778,PROD0117,4
REV002243,ORD022419,CUST00655,PROD0204,4
REV002244,ORD017543,CUST03682,PROD0488,5
REV002245,ORD020496,CUST09815,PROD0129,5
REV002246,ORD003263,CUST05868,PROD0071,2
REV002247,ORD028346,CUST05156,PROD0291,2
REV002248,ORD024366,CUST09558,PROD0329,4
REV002249,ORD047535,CUST05224,PROD0378,4
REV002250,ORD004650,CUST07756,PROD0472,5
REV002251,ORD033267,CUST02987,PROD0284,5
REV002252,ORD011895,CUST05078,PROD0416,2
REV002253,ORD029032,CUST05484,PROD0410,5
REV002254,ORD027465,CUST03180,PROD0466,5
REV002255,ORD045840,CUST01536,PROD0162,5
REV002256,ORD046140,CUST06566,PROD0106,5
REV002257,ORD020002,CUST03050,PROD0051,4
REV002258,ORD035343,CUST02412,PROD0011,3
REV002259,ORD007322,CUST00970,PROD0214,5
REV002260,ORD028104,CUST03864,PROD0493,5
REV002261,ORD044062,CUST06617,PROD0317,4
REV002262,ORD042388,CUST07911,PROD0375,5
REV002263,ORD026652,CUST01959,PROD0429,5
REV002264,ORD038784,CUST00473,PROD0443,5
REV002265,ORD034568,CUST07164,PROD0362,4
REV002266,ORD034131,CUST06652,PROD0389,3
REV002267,ORD003201,CUST07839,PROD0140,3
REV002268,ORD034118,CUST01487,PROD0064,4
REV002269,ORD035713,CUST05185,PROD0257,3
REV002270,ORD009410,CUST04037,PROD0353,4
REV002271,ORD030386,CUST06232,PROD0057,5
REV002272,ORD004302,CUST06020,PROD0387,4
REV002273,ORD011595,CUST04329,PROD0385,3
REV002274,ORD021779,CUST08579,PROD0118,4
REV002275,ORD039097,CUST04958,PROD0292,4
REV002276,ORD026948,CUST06659,PROD0405,3
REV002277,ORD000617,CUST06768,PROD0491,3
REV002278,ORD046531,CUST04540,PROD0098,4
REV002279,ORD042791,CUST04878,PROD0411,5
REV002280,ORD030064,CUST06940,PROD0244,5
REV002281,ORD040818,CUST01168,PROD0122,2
REV002282,ORD008456,CUST06378,PROD0131,4
REV002283,ORD021667,CUST03395,PROD0266,5
REV002284,ORD013030,CUST01187,PROD0322,3
REV002285,ORD030575,CUST04936,PROD0056,2
REV002286,ORD045738,CUST07226,PROD0127,5
REV002287,ORD047375,CUST00292,PROD0143,5
REV002288,ORD007152,CUST06402,PROD0375,4
REV002289,ORD014062,CUST08485,PROD0390,4
REV002290,ORD041553,CUST05649,PROD0428,4
REV002291,ORD047438,CUST05330,PROD0495,2
REV002292,ORD010881,CUST02289,PROD0002,4
REV002293,ORD032978,CUST02106,PROD0048,4
REV002294,ORD037984,CUST08292,PROD0374,1
REV002295,ORD040268,CUST06309,PROD0071,4
REV002296,ORD034687,CUST06313,PROD0340,4
REV002297,ORD037248,CUST01529,PROD0393,4
REV002298,ORD035702,CUST04804,PROD0050,5
REV002299,ORD018234,CUST03871,PROD0432,2
REV002300,ORD003184,CUST09421,PROD0077,4
REV002301,ORD034408,CUST05980,PROD0071,3
REV002302,ORD021203,CUST03047,PROD0466,4
REV002303,ORD047151,CUST00194,PROD0326,5
REV002304,ORD001000,CUST07969,PROD0206,5
REV002305,ORD023635,CUST07900,PROD0014,3
REV002306,ORD026850,CUST06302,PROD0185,5
REV002307,ORD042691,CUST03647,PROD0493,5
REV002308,ORD033724,CUST06783,PROD0043,2
REV002309,ORD002676,CUST02026,PROD0310,5
REV002310,ORD022750,CUST04826,PROD0220,5
REV002311,ORD031647,CUST05113,PROD0366,4
REV002312,ORD045815,CUST02728,PROD0145,5
REV002313,ORD049765,CUST07823,PROD0462,4
REV002314,ORD045313,CUST08215,PROD0490,1
REV002315,ORD037869,CUST09501,PROD0088,4
REV002316,ORD004502,CUST07176,PROD0119,3
REV002317,ORD021687,CUST06276,PROD0258,4
REV002318,ORD026954,CUST03536,PROD0233,4
REV002319,ORD030900,CUST06892,PROD0061,5
REV002320,ORD040327,CUST00181,PROD0158,5
REV002321,ORD045434,CUST05494,PROD0348,4
REV002322,ORD045446,CUST03920,PROD0094,5
REV002323,ORD048027,CUST03616,PROD0200,4
REV002324,ORD009610,CUST06627,PROD0304,5
REV002325,ORD035039,CUST05642,PROD0339,5
REV002326,ORD039310,CUST00794,PROD0271,4
REV002327,ORD018141,CUST08038,PROD0008,2
REV002328,ORD034652,CUST04219,PROD0099,2
REV002329,ORD038092,CUST00976,PROD0002,5
REV002330,ORD022927,CUST08300,PROD0131,4
REV002331,ORD011014,CUST00268,PROD0016,2
