product_id,product_name,category,revenue,profit,units_sold,orders
PROD0378,Personal Care Product 378,Beauty,4705665.65,481488.17,762,243
PROD0379,Ethnic Wear Product 379,Fashion,20822977.88,4597627.04,786,249
PROD0380,Footwear Product 380,Fashion,32526423.45,3392123.58,851,269
PROD0381,Fragrances Product 381,Beauty,4601517.12,1515900.37,685,232
PROD0382,Men Clothing Product 382,Fashion,8131741.69,944573.69,760,255
PROD0383,Cameras Product 383,Electronics,1284183.34,269587.7,761,252
PROD0384,Haircare Product 384,Beauty,25927750.8,1431304.47,801,274
PROD0385,Makeup Product 385,Beauty,11676755.37,1022586.53,791,257
PROD0386,Smartphones Product 386,Electronics,4197867.67,343241.74,843,278
PROD0387,Sunglasses Product 387,Accessories,4566627.71,1301596.67,808,257
PROD0388,Fitness Equipment Product 388,Sports,23231896.59,9223714.35,688,238
PROD0389,Storage Product 389,Home & Kitchen,6472863.54,839224.94,652,219
PROD0390,Travel Accessories Product 390,Accessories,22865779.82,4000848.82,740,247
PROD0391,Fitness Equipment Product 391,Sports,21085410.43,4631257.48,709,241
PROD0392,Home Decor Product 392,Home & Kitchen,8137534.8,2476166.36,751,259
PROD0393,Kitchen Appliances Product 393,Home & Kitchen,6596328.81,444812.71,811,266
PROD0394,Outdoor Product 394,Sports,18887966.97,5370944.01,756,253
PROD0395,Outdoor Product 395,Sports,14641372.9,546282.07,731,244
PROD0396,Academic Product 396,Books,5017595.43,994293.35,742,255
PROD0397,Accessories Product 397,Fashion,15720262.67,2908055.42,725,234
PROD0398,Makeup Product 398,Beauty,796481.1,53504.1,775,259
PROD0399,Footwear Product 399,Fashion,25631398.669999998,5047630.62,653,229
PROD0400,Women Clothing Product 400,Fashion,19381522.56,761373.1799999999,651,229
PROD0401,Smart Watches Product 401,Electronics,21666184.3,8786149.12,711,246
PROD0402,Women Clothing Product 402,Fashion,19244959.78,3567900.8,782,262
PROD0403,Outdoor Product 403,Sports,12921856.71,1635611.85,709,231
PROD0404,Footwear Product 404,Fashion,28680330.97,848525.65,726,246
PROD0405,Travel Accessories Product 405,Accessories,15877901.0,6666992.93,819,269
PROD0406,Haircare Product 406,Beauty,34784358.12,2558811.83,833,272
PROD0407,Team Sports Product 407,Sports,4510966.53,152092.53,820,262
PROD0408,Laptops Product 408,Electronics,25845176.02,6093898.42,690,233
PROD0409,Laptops Product 409,Electronics,19174439.15,5457019.27,758,254
PROD0410,Fitness Equipment Product 410,Sports,2146942.74,669738.18,837,280
PROD0411,Self Help Product 411,Books,20642830.54,9598322.06,608,217
PROD0412,Ethnic Wear Product 412,Fashion,10447762.98,2932110.75,731,239
PROD0413,Kitchen Appliances Product 413,Home & Kitchen,16314520.65,607506.8099999999,711,232
PROD0414,Non Fiction Product 414,Books,11414183.34,3536151.5,764,257
PROD0415,Academic Product 415,Books,19676056.23,5105006.23,625,222
PROD0416,Men Clothing Product 416,Fashion,7758522.140000001,2001221.3,796,264
PROD0417,Home Decor Product 417,Home & Kitchen,4038832.29,1583799.73,646,227
PROD0418,Jewellery Product 418,Accessories,16717182.57,4502050.26,789,254
PROD0419,Fitness Equipment Product 419,Sports,29438789.94,9016349.94,750,245
PROD0420,Men Clothing Product 420,Fashion,18344185.54,3220071.1,738,243
PROD0421,Home Decor Product 421,Home & Kitchen,625229.9400000001,96706.77,777,268
PROD0422,Jewellery Product 422,Accessories,5959352.63,157763.43,760,258
PROD0423,Footwear Product 423,Fashion,5220826.2,1447047.14,797,261
PROD0424,Men Clothing Product 424,Fashion,3100923.05,28551.809999999998,797,264
PROD0425,Men Clothing Product 425,Fashion,14311295.22,2578350.72,675,233
PROD0426,Footwear Product 426,Fashion,2322988.03,279073.02999999997,750,249
PROD0427,Bags Product 427,Accessories,6471690.15,235989.38999999998,718,240
PROD0428,Men Clothing Product 428,Fashion,6879026.24,2659079.88,764,252
PROD0429,Smartphones Product 429,Electronics,1336159.08,330204.12,744,250
PROD0430,Laptops Product 430,Electronics,17849202.64,7754692.84,747,264
PROD0431,Headphones Product 431,Electronics,25770477.490000002,6520205.09,785,253
PROD0432,Makeup Product 432,Beauty,16060643.18,4222413.92,717,242
PROD0433,Sunglasses Product 433,Accessories,12550273.75,2468535.95,740,253
PROD0434,Men Clothing Product 434,Fashion,5376757.13,2083228.49,786,258
PROD0435,Furniture Product 435,Home & Kitchen,28014284.69,536753.5,769,250
PROD0436,Fragrances Product 436,Beauty,12776619.55,4334887.85,802,257
PROD0437,Fitness Equipment Product 437,Sports,18507585.05,5148905.05,674,233
PROD0438,Sunglasses Product 438,Accessories,1034563.8099999999,415924.18,773,262
PROD0439,Cookware Product 439,Home & Kitchen,20572552.86,3263167.26,676,233
PROD0440,Women Clothing Product 440,Fashion,1067338.71,390397.48,763,260
PROD0441,Fragrances Product 441,Beauty,8461920.58,1253831.44,851,271
PROD0442,Laptops Product 442,Electronics,910519.32,382696.02999999997,839,276
PROD0443,Skincare Product 443,Beauty,26826190.58,10368156.540000001,788,268
PROD0444,Academic Product 444,Books,21140846.18,7608234.28,758,249
PROD0445,Yoga Product 445,Sports,3109434.66,1098328.75,701,244
PROD0446,Personal Care Product 446,Beauty,26068841.82,1520602.22,856,277
PROD0447,Self Help Product 447,Books,31078764.36,8733610.51,883,284
PROD0448,Team Sports Product 448,Sports,20354581.919999998,7574895.81,717,225
PROD0449,Technology Product 449,Books,9173254.83,420911.23,728,256
PROD0450,Haircare Product 450,Beauty,656530.32,284054.37,813,276
PROD0451,Storage Product 451,Home & Kitchen,6428395.96,2868124.29,727,244
PROD0452,Technology Product 452,Books,5965426.99,1140180.91,758,248
PROD0453,Makeup Product 453,Beauty,14739854.73,628688.5,823,274
PROD0454,Smartphones Product 454,Electronics,27089957.44,8455916.0,776,263
PROD0455,Footwear Product 455,Fashion,9624145.82,2795083.62,860,275
PROD0456,Smart Watches Product 456,Electronics,19605904.72,6757343.64,778,260
PROD0457,Self Help Product 457,Books,18819681.75,5305751.06,703,237
PROD0458,Sunglasses Product 458,Accessories,18786926.05,4930750.05,800,252
PROD0459,Team Sports Product 459,Sports,8019321.35,203269.48,631,223
PROD0460,Fragrances Product 460,Beauty,22869251.07,9145251.51,709,238
PROD0461,Ethnic Wear Product 461,Fashion,22071744.2,5224301.85,601,222
PROD0462,Self Help Product 462,Books,28289636.41,2787734.21,740,247
PROD0463,Women Clothing Product 463,Fashion,16243725.39,7567023.93,882,288
PROD0464,Yoga Product 464,Sports,9020845.43,1994101.43,772,255
PROD0465,Fitness Equipment Product 465,Sports,22277632.46,7808132.03,823,268
PROD0466,Smart Watches Product 466,Electronics,4558377.58,292647.64,753,244
PROD0467,Smartphones Product 467,Electronics,29619540.55,6575658.0,709,234
PROD0468,Outdoor Product 468,Sports,5491316.93,1882618.47,731,237
PROD0469,Makeup Product 469,Beauty,700052.65,21697.15,685,230
PROD0470,Headphones Product 470,Electronics,3520306.01,693912.26,675,228
PROD0471,Non Fiction Product 471,Books,8510739.84,1778718.24,720,237
PROD0472,Men Clothing Product 472,Fashion,17977456.11,1345096.17,651,215
PROD0473,Smartphones Product 473,Electronics,7123829.35,3299775.53,797,272
PROD0474,Ethnic Wear Product 474,Fashion,4508981.86,222505.16,745,243
PROD0475,Bags Product 475,Accessories,28379664.79,5721859.67,752,259
PROD0476,Academic Product 476,Books,17101348.5,2617974.54,671,224
PROD0477,Women Clothing Product 477,Fashion,6086217.05,268499.06,791,264
PROD0478,Academic Product 478,Books,14404487.26,4126155.97,807,273
PROD0479,Sportswear Product 479,Sports,15370786.32,6919344.98,691,244
PROD0480,Women Clothing Product 480,Fashion,5381365.32,677669.18,737,257
PROD0481,Accessories Product 481,Fashion,2859300.6,521483.92,766,247
PROD0482,Headphones Product 482,Electronics,7421596.76,2146875.01,697,231
PROD0483,Women Clothing Product 483,Fashion,8510387.98,2619655.58,679,231
PROD0484,Smart Watches Product 484,Electronics,22353490.61,7183964.21,740,244
PROD0485,Smart Watches Product 485,Electronics,19295853.73,4737953.88,799,255
PROD0486,Personal Care Product 486,Beauty,19102284.44,627922.96,673,223
PROD0487,Self Help Product 487,Books,23810081.45,8699635.37,768,256
PROD0488,Home Decor Product 488,Home & Kitchen,1105495.96,376709.36,710,226
PROD0489,Personal Care Product 489,Beauty,18150183.6,8238969.3,705,245
PROD0490,Skincare Product 490,Beauty,15196626.57,2848929.27,718,247
PROD0491,Skincare Product 491,Beauty,10401338.17,1141392.15,722,233
PROD0492,Cameras Product 492,Electronics,3479225.44,1512114.52,732,240
PROD0493,Team Sports Product 493,Sports,21930713.97,5255116.32,705,240
PROD0494,Kitchen Appliances Product 494,Home & Kitchen,23404362.43,6069411.93,805,261
PROD0495,Bags Product 495,Accessories,7583914.84,598318.12,716,237
PROD0496,Headphones Product 496,Electronics,27302722.68,4079983.75,797,274
PROD0497,Personal Care Product 497,Beauty,9695762.1,1945994.22,817,257
PROD0498,Haircare Product 498,Beauty,11523919.93,4973151.49,738,245
PROD0499,Accessories Product 499,Fashion,28105165.57,11428388.77,720,251
PROD0500,Laptops Product 500,Electronics,33832427.85,8924225.55,834,280
