product_id,product_name,category,returned_orders,returned_items,average_rating,review_count
PROD0062,Outdoor Product 62,Sports,21,65,4.056603773584905,53
PROD0052,Technology Product 52,Books,21,71,4.102941176470588,68
PROD0345,Technology Product 345,Books,21,68,3.8181818181818183,66
PROD0286,Cookware Product 286,Home & Kitchen,21,70,3.869565217391304,69
PROD0180,Headphones Product 180,Electronics,21,62,3.629032258064516,62
PROD0290,Outdoor Product 290,Sports,21,61,3.933333333333333,60
PROD0323,Technology Product 323,Books,21,50,3.877551020408163,49
PROD0037,Fragrances Product 37,Beauty,21,65,4.033333333333333,60
PROD0355,Home Decor Product 355,Home & Kitchen,21,72,3.9857142857142858,70
PROD0481,Accessories Product 481,Fashion,20,64,3.967741935483871,62
PROD0261,Fiction Product 261,Books,20,70,4.070422535211268,71
PROD0103,Storage Product 103,Home & Kitchen,20,57,3.877551020408163,49
PROD0097,Laptops Product 97,Electronics,20,75,3.8666666666666667,60
PROD0185,Headphones Product 185,Electronics,20,54,3.711864406779661,59
PROD0231,Footwear Product 231,Fashion,20,64,4.186440677966102,59
PROD0112,Men Clothing Product 112,Fashion,20,61,3.8518518518518516,54
PROD0007,Personal Care Product 7,Beauty,20,57,3.8333333333333335,60
PROD0012,Haircare Product 12,Beauty,20,66,3.966666666666667,60
PROD0353,Personal Care Product 353,Beauty,20,62,4.063492063492063,63
PROD0356,Self Help Product 356,Books,20,68,4.1525423728813555,59
PROD0411,Self Help Product 411,Books,20,59,3.8983050847457625,59
PROD0070,Ethnic Wear Product 70,Fashion,20,59,4.155172413793103,58
PROD0202,Fitness Equipment Product 202,Sports,20,70,4.0,51
PROD0389,Storage Product 389,Home & Kitchen,20,75,4.014925373134329,67
PROD0379,Ethnic Wear Product 379,Fashion,20,72,3.9019607843137254,51
PROD0144,Travel Accessories Product 144,Accessories,20,62,3.769230769230769,52
PROD0486,Personal Care Product 486,Beauty,19,43,4.1395348837209305,43
PROD0395,Outdoor Product 395,Sports,19,52,3.8088235294117645,68
PROD0469,Makeup Product 469,Beauty,19,52,4.1521739130434785,46
PROD0405,Travel Accessories Product 405,Accessories,19,64,3.9047619047619047,63
PROD0271,Smartphones Product 271,Electronics,19,45,3.9523809523809526,63
PROD0430,Laptops Product 430,Electronics,19,58,3.8219178082191783,73
PROD0048,Personal Care Product 48,Beauty,19,60,4.145833333333333,48
PROD0078,Cameras Product 78,Electronics,19,57,3.857142857142857,42
PROD0409,Laptops Product 409,Electronics,19,46,3.772727272727273,66
PROD0381,Fragrances Product 381,Beauty,19,41,3.844155844155844,77
PROD0365,Haircare Product 365,Beauty,19,55,3.9322033898305087,59
PROD0215,Smartphones Product 215,Electronics,19,63,4.054794520547945,73
PROD0181,Academic Product 181,Books,19,55,4.0,65
PROD0120,Furniture Product 120,Home & Kitchen,19,56,4.0,71
PROD0013,Sunglasses Product 13,Accessories,19,68,3.82,50
PROD0164,Technology Product 164,Books,19,54,3.962962962962963,54
PROD0114,Headphones Product 114,Electronics,19,57,3.912280701754386,57
PROD0233,Furniture Product 233,Home & Kitchen,19,54,3.8095238095238093,42
PROD0046,Sportswear Product 46,Sports,19,64,3.7966101694915255,59
PROD0249,Jewellery Product 249,Accessories,19,56,3.925925925925926,54
PROD0434,Men Clothing Product 434,Fashion,19,62,3.966666666666667,60
PROD0435,Furniture Product 435,Home & Kitchen,19,54,3.84,50
PROD0100,Bags Product 100,Accessories,19,54,4.015873015873016,63
PROD0109,Cookware Product 109,Home & Kitchen,19,59,3.918032786885246,61
PROD0252,Technology Product 252,Books,19,58,3.878787878787879,66
PROD0027,Self Help Product 27,Books,18,56,3.6875,64
PROD0445,Yoga Product 445,Sports,18,50,3.7547169811320753,53
PROD0015,Haircare Product 15,Beauty,18,52,4.019607843137255,51
PROD0170,Headphones Product 170,Electronics,18,42,3.9107142857142856,56
PROD0153,Academic Product 153,Books,18,58,3.819672131147541,61
PROD0200,Travel Accessories Product 200,Accessories,18,59,3.890625,64
PROD0162,Laptops Product 162,Electronics,18,51,3.8732394366197185,71
PROD0420,Men Clothing Product 420,Fashion,18,55,3.784313725490196,51
PROD0259,Jewellery Product 259,Accessories,18,53,4.014925373134329,67
PROD0281,Skincare Product 281,Beauty,18,56,4.098039215686274,51
PROD0431,Headphones Product 431,Electronics,18,43,4.030769230769231,65
PROD0318,Haircare Product 318,Beauty,18,48,4.083333333333333,60
PROD0304,Smart Watches Product 304,Electronics,18,55,4.029850746268656,67
PROD0338,Yoga Product 338,Sports,18,46,4.162162162162162,74
PROD0035,Cameras Product 35,Electronics,18,56,3.7936507936507935,63
PROD0327,Sportswear Product 327,Sports,18,55,3.8333333333333335,72
PROD0417,Home Decor Product 417,Home & Kitchen,18,53,3.7837837837837838,74
PROD0372,Bags Product 372,Accessories,18,56,4.132075471698113,53
PROD0257,Technology Product 257,Books,18,49,3.717391304347826,46
PROD0280,Laptops Product 280,Electronics,18,55,3.9565217391304346,69
PROD0310,Non Fiction Product 310,Books,18,62,4.019230769230769,52
PROD0230,Headphones Product 230,Electronics,18,54,3.8620689655172415,58
PROD0111,Skincare Product 111,Beauty,18,50,3.909090909090909,55
PROD0404,Footwear Product 404,Fashion,17,41,4.184615384615385,65
PROD0030,Accessories Product 30,Fashion,17,49,3.830769230769231,65
PROD0479,Sportswear Product 479,Sports,17,47,4.0476190476190474,63
PROD0053,Fragrances Product 53,Beauty,17,49,4.029411764705882,68
PROD0115,Personal Care Product 115,Beauty,17,43,3.9714285714285715,70
PROD0461,Ethnic Wear Product 461,Fashion,17,48,4.032786885245901,61
PROD0305,Smartphones Product 305,Electronics,17,52,4.052631578947368,57
PROD0239,Headphones Product 239,Electronics,17,54,4.054545454545455,55
PROD0148,Bags Product 148,Accessories,16,49,3.761904761904762,63
PROD0390,Travel Accessories Product 390,Accessories,16,46,3.926470588235294,68
PROD0197,Smart Watches Product 197,Electronics,16,57,4.186440677966102,59
PROD0337,Bags Product 337,Accessories,16,42,3.9423076923076925,52
PROD0346,Cookware Product 346,Home & Kitchen,16,55,4.208333333333333,48
PROD0184,Laptops Product 184,Electronics,16,39,4.09433962264151,53
PROD0132,Academic Product 132,Books,15,39,4.0625,64
PROD0466,Smart Watches Product 466,Electronics,15,42,3.888888888888889,54
PROD0262,Outdoor Product 262,Sports,15,38,3.876923076923077,65
PROD0303,Ethnic Wear Product 303,Fashion,15,46,3.8461538461538463,65
PROD0460,Fragrances Product 460,Beauty,15,44,3.8846153846153846,52
PROD0297,Technology Product 297,Books,14,44,4.090909090909091,55
PROD0066,Fitness Equipment Product 66,Sports,14,38,4.265625,64
PROD0354,Jewellery Product 354,Accessories,14,40,3.7313432835820897,67
PROD0081,Skincare Product 81,Beauty,14,50,4.104166666666667,48
PROD0229,Skincare Product 229,Beauty,14,33,4.02,50
PROD0211,Jewellery Product 211,Accessories,14,47,4.081632653061225,49
PROD0400,Women Clothing Product 400,Fashion,11,34,3.9682539682539684,63
PROD0004,Bags Product 4,Accessories,11,35,4.215189873417722,79
