return_id,order_id,return_date,return_reason
RET001311,ORD001182,2025-01-31,Changed Mind
RET001312,ORD006584,2025-08-22,Late Delivery
RET001313,ORD011500,2025-04-26,Late Delivery
RET001314,ORD030781,2024-03-11,Wrong Product
RET001315,ORD010127,2024-04-23,Damaged Product
RET001316,ORD013023,2024-04-25,Damaged Product
RET001317,ORD034213,2024-01-14,Damaged Product
RET001318,ORD048908,2025-12-13,Wrong Product
RET001319,ORD021229,2024-06-19,Late Delivery
RET001320,ORD004456,2024-12-04,Changed Mind
RET001321,ORD008441,2023-05-16,Wrong Product
RET001322,ORD005713,2025-07-27,Wrong Product
RET001323,ORD027663,2023-08-11,Poor Quality
RET001324,ORD019825,2024-04-25,Changed Mind
RET001325,ORD031176,2025-08-14,Damaged Product
RET001326,ORD011710,2026-01-10,Poor Quality
RET001327,ORD015720,2024-05-16,Poor Quality
RET001328,ORD020476,2025-07-01,Changed Mind
RET001329,ORD018425,2023-06-30,Late Delivery
RET001330,ORD009550,2025-09-13,Late Delivery
RET001331,ORD043966,2024-06-01,Changed Mind
RET001332,ORD031207,2025-11-19,Late Delivery
RET001333,ORD012968,2025-10-08,Changed Mind
RET001334,ORD041471,2025-10-04,Wrong Product
RET001335,ORD046711,2023-12-26,Late Delivery
RET001336,ORD009294,2024-01-30,Late Delivery
RET001337,ORD038336,2023-12-12,Wrong Product
RET001338,ORD018615,2025-12-18,Damaged Product
RET001339,ORD038275,2023-05-14,Poor Quality
RET001340,ORD004520,2025-07-31,Wrong Product
RET001341,ORD022110,2024-07-13,Wrong Product
RET001342,ORD042243,2023-05-19,Late Delivery
RET001343,ORD018223,2024-05-14,Wrong Product
RET001344,ORD045396,2023-10-21,Poor Quality
RET001345,ORD004885,2023-03-26,Size Issue
RET001346,ORD004507,2023-03-07,Changed Mind
RET001347,ORD042664,2023-12-25,Size Issue
RET001348,ORD025812,2025-10-17,Wrong Product
RET001349,ORD011125,2025-02-16,Wrong Product
RET001350,ORD000665,2025-06-28,Damaged Product
RET001351,ORD019131,2025-03-28,Changed Mind
RET001352,ORD040411,2023-10-22,Wrong Product
RET001353,ORD018300,2023-06-19,Damaged Product
RET001354,ORD006685,2023-01-14,Size Issue
RET001355,ORD000502,2024-08-13,Changed Mind
RET001356,ORD028099,2025-03-31,Wrong Product
RET001357,ORD044872,2025-01-01,Damaged Product
RET001358,ORD032651,2023-10-20,Poor Quality
RET001359,ORD041289,2024-11-23,Wrong Product
RET001360,ORD033571,2025-03-23,Size Issue
RET001361,ORD031893,2024-08-06,Size Issue
RET001362,ORD049651,2023-09-13,Wrong Product
RET001363,ORD048952,2025-05-18,Late Delivery
RET001364,ORD018088,2024-03-05,Changed Mind
RET001365,ORD011179,2023-08-05,Late Delivery
RET001366,ORD019603,2025-06-13,Changed Mind
RET001367,ORD013252,2025-02-07,Changed Mind
RET001368,ORD016417,2023-08-10,Late Delivery
RET001369,ORD023207,2024-08-02,Poor Quality
RET001370,ORD039881,2025-03-24,Damaged Product
RET001371,ORD039376,2023-03-19,Changed Mind
RET001372,ORD011437,2023-09-02,Late Delivery
RET001373,ORD045270,2023-08-29,Wrong Product
RET001374,ORD029464,2024-09-30,Late Delivery
RET001375,ORD006737,2024-10-01,Size Issue
RET001376,ORD020687,2023-11-02,Wrong Product
RET001377,ORD017050,2024-08-29,Damaged Product
RET001378,ORD045512,2024-07-18,Wrong Product
RET001379,ORD004845,2024-11-12,Damaged Product
RET001380,ORD003273,2024-08-08,Changed Mind
RET001381,ORD032714,2025-11-02,Poor Quality
RET001382,ORD033178,2023-11-14,Late Delivery
RET001383,ORD049771,2024-12-22,Wrong Product
RET001384,ORD031808,2024-11-12,Damaged Product
RET001385,ORD033270,2025-05-16,Changed Mind
RET001386,ORD016096,2024-02-08,Wrong Product
RET001387,ORD008905,2025-10-07,Changed Mind
RET001388,ORD008407,2023-07-20,Damaged Product
RET001389,ORD005013,2024-06-19,Damaged Product
RET001390,ORD004244,2024-09-26,Changed Mind
RET001391,ORD015419,2025-11-26,Wrong Product
RET001392,ORD041124,2024-04-26,Changed Mind
RET001393,ORD029756,2023-02-01,Changed Mind
RET001394,ORD032164,2025-04-22,Changed Mind
RET001395,ORD031980,2025-10-16,Size Issue
RET001396,ORD036444,2025-05-15,Size Issue
RET001397,ORD016482,2025-09-12,Size Issue
RET001398,ORD001115,2024-01-26,Changed Mind
RET001399,ORD014876,2025-05-18,Changed Mind
RET001400,ORD006267,2025-07-31,Late Delivery
RET001401,ORD039209,2023-04-09,Wrong Product
RET001402,ORD032427,2024-02-03,Poor Quality
RET001403,ORD011918,2023-08-25,Wrong Product
RET001404,ORD023181,2023-08-28,Wrong Product
RET001405,ORD041354,2023-09-02,Poor Quality
RET001406,ORD035149,2024-06-24,Changed Mind
RET001407,ORD030573,2023-07-07,Late Delivery
RET001408,ORD047807,2024-02-21,Late Delivery
RET001409,ORD045286,2024-11-27,Damaged Product
RET001410,ORD042791,2025-11-22,Size Issue
RET001411,ORD020997,2024-06-10,Poor Quality
RET001412,ORD034299,2024-12-15,Size Issue
RET001413,ORD022049,2025-04-24,Poor Quality
RET001414,ORD002529,2023-11-17,Wrong Product
RET001415,ORD030519,2023-11-07,Late Delivery
RET001416,ORD029541,2025-10-13,Damaged Product
RET001417,ORD027441,2025-11-05,Poor Quality
RET001418,ORD043855,2023-05-12,Wrong Product
RET001419,ORD026939,2024-02-14,Size Issue
RET001420,ORD002985,2024-02-03,Size Issue
RET001421,ORD014774,2024-08-15,Size Issue
RET001422,ORD027928,2023-12-29,Poor Quality
RET001423,ORD022426,2023-09-28,Wrong Product
RET001424,ORD026390,2023-10-16,Size Issue
RET001425,ORD042169,2023-01-28,Late Delivery
RET001426,ORD045903,2024-02-17,Damaged Product
RET001427,ORD019186,2023-06-05,Poor Quality
RET001428,ORD018987,2024-04-06,Damaged Product
RET001429,ORD029621,2023-07-06,Changed Mind
RET001430,ORD020561,2023-05-27,Size Issue
RET001431,ORD035150,2025-03-15,Poor Quality
RET001432,ORD024235,2023-12-15,Damaged Product
RET001433,ORD015434,2024-10-21,Changed Mind
RET001434,ORD002864,2023-06-16,Changed Mind
RET001435,ORD023220,2025-05-03,Damaged Product
RET001436,ORD016663,2023-04-29,Changed Mind
RET001437,ORD015768,2023-01-26,Damaged Product
RET001438,ORD014479,2024-06-25,Size Issue
RET001439,ORD009956,2025-03-13,Wrong Product
RET001440,ORD031403,2023-06-07,Late Delivery
RET001441,ORD021050,2025-09-07,Wrong Product
RET001442,ORD034970,2024-12-22,Wrong Product
RET001443,ORD024269,2023-04-01,Poor Quality
RET001444,ORD023205,2023-08-01,Damaged Product
RET001445,ORD003378,2023-10-20,Damaged Product
RET001446,ORD001600,2025-02-22,Changed Mind
RET001447,ORD000477,2023-11-25,Wrong Product
RET001448,ORD010799,2025-04-14,Wrong Product
RET001449,ORD008640,2025-11-11,Late Delivery
RET001450,ORD022143,2025-07-11,Late Delivery
RET001451,ORD022183,2024-12-01,Changed Mind
RET001452,ORD009933,2025-09-13,Wrong Product
RET001453,ORD021047,2023-04-04,Poor Quality
RET001454,ORD045443,2023-04-10,Size Issue
RET001455,ORD036232,2024-07-13,Size Issue
RET001456,ORD043953,2025-02-28,Size Issue
RET001457,ORD038327,2024-06-05,Damaged Product
RET001458,ORD038593,2023-06-28,Late Delivery
RET001459,ORD017782,2023-10-13,Poor Quality
RET001460,ORD029876,2024-01-14,Damaged Product
RET001461,ORD031071,2023-07-15,Changed Mind
RET001462,ORD022257,2024-09-17,Changed Mind
RET001463,ORD009460,2023-11-08,Wrong Product
RET001464,ORD010666,2023-02-15,Wrong Product
RET001465,ORD008332,2025-10-11,Changed Mind
RET001466,ORD025866,2024-05-02,Wrong Product
RET001467,ORD048002,2023-01-21,Size Issue
RET001468,ORD017555,2023-06-29,Wrong Product
RET001469,ORD038887,2025-12-14,Changed Mind
RET001470,ORD028591,2023-11-30,Size Issue
RET001471,ORD015303,2025-08-01,Late Delivery
RET001472,ORD027981,2024-01-30,Poor Quality
RET001473,ORD019594,2025-06-09,Late Delivery
RET001474,ORD011840,2025-02-22,Wrong Product
RET001475,ORD019063,2026-01-07,Late Delivery
RET001476,ORD026701,2023-03-07,Damaged Product
RET001477,ORD039869,2023-01-20,Poor Quality
RET001478,ORD018827,2025-05-24,Late Delivery
RET001479,ORD044783,2023-03-08,Changed Mind
RET001480,ORD013474,2023-02-22,Late Delivery
RET001481,ORD001812,2025-02-23,Size Issue
RET001482,ORD005577,2025-05-07,Wrong Product
RET001483,ORD013605,2025-12-30,Size Issue
RET001484,ORD045815,2025-11-12,Poor Quality
RET001485,ORD019288,2025-02-17,Size Issue
RET001486,ORD045445,2024-09-17,Changed Mind
RET001487,ORD002214,2025-03-15,Size Issue
RET001488,ORD027631,2025-12-29,Changed Mind
RET001489,ORD043905,2023-03-29,Changed Mind
RET001490,ORD030732,2023-08-14,Damaged Product
RET001491,ORD021256,2023-05-21,Damaged Product
RET001492,ORD022983,2023-02-24,Wrong Product
RET001493,ORD016040,2024-12-07,Poor Quality
RET001494,ORD002673,2023-10-13,Poor Quality
RET001495,ORD029364,2024-04-24,Changed Mind
RET001496,ORD002609,2025-04-21,Size Issue
RET001497,ORD020497,2025-08-12,Changed Mind
RET001498,ORD047609,2025-12-02,Wrong Product
RET001499,ORD005160,2025-10-09,Changed Mind
RET001500,ORD039382,2024-04-17,Damaged Product
RET001501,ORD035577,2025-02-27,Late Delivery
RET001502,ORD034235,2025-08-03,Changed Mind
RET001503,ORD032778,2023-02-21,Late Delivery
RET001504,ORD011402,2024-05-28,Poor Quality
RET001505,ORD010505,2024-07-06,Wrong Product
RET001506,ORD033527,2024-09-29,Damaged Product
RET001507,ORD041590,2025-09-13,Late Delivery
RET001508,ORD005755,2023-12-15,Changed Mind
RET001509,ORD044771,2024-07-27,Late Delivery
RET001510,ORD022012,2024-07-15,Late Delivery
RET001511,ORD045389,2023-01-22,Poor Quality
RET001512,ORD020938,2024-02-02,Size Issue
RET001513,ORD021935,2023-09-01,Late Delivery
RET001514,ORD008035,2025-04-14,Size Issue
RET001515,ORD007127,2024-07-17,Late Delivery
RET001516,ORD047616,2025-09-24,Damaged Product
RET001517,ORD047791,2024-05-02,Poor Quality
RET001518,ORD046123,2025-09-26,Wrong Product
RET001519,ORD035847,2023-05-31,Size Issue
RET001520,ORD034583,2023-07-06,Changed Mind
RET001521,ORD013083,2023-03-26,Damaged Product
RET001522,ORD040647,2023-07-04,Size Issue
RET001523,ORD021906,2025-02-26,Late Delivery
RET001524,ORD025239,2025-03-15,Size Issue
RET001525,ORD035976,2025-02-17,Late Delivery
RET001526,ORD006497,2024-12-02,Size Issue
RET001527,ORD043694,2024-07-03,Poor Quality
RET001528,ORD033525,2025-04-24,Poor Quality
RET001529,ORD020702,2024-10-10,Size Issue
RET001530,ORD013313,2023-07-06,Wrong Product
RET001531,ORD010037,2023-07-27,Late Delivery
RET001532,ORD014165,2023-05-01,Late Delivery
RET001533,ORD031155,2023-02-25,Late Delivery
RET001534,ORD024949,2024-05-14,Late Delivery
RET001535,ORD035309,2024-08-10,Changed Mind
RET001536,ORD047764,2024-01-06,Damaged Product
RET001537,ORD032908,2023-02-14,Poor Quality
RET001538,ORD045610,2025-04-17,Wrong Product
RET001539,ORD005254,2023-10-13,Wrong Product
RET001540,ORD019105,2024-03-24,Damaged Product
RET001541,ORD032806,2023-11-15,Damaged Product
RET001542,ORD040517,2024-12-24,Wrong Product
RET001543,ORD003883,2025-01-12,Late Delivery
RET001544,ORD022989,2024-07-22,Damaged Product
RET001545,ORD031225,2024-05-13,Wrong Product
RET001546,ORD003419,2023-11-08,Changed Mind
RET001547,ORD038930,2024-02-25,Poor Quality
RET001548,ORD023542,2023-04-05,Changed Mind
RET001549,ORD026355,2023-09-02,Wrong Product
RET001550,ORD019772,2023-12-18,Late Delivery
RET001551,ORD010190,2025-07-02,Poor Quality
RET001552,ORD044563,2024-08-05,Damaged Product
RET001553,ORD044561,2023-09-13,Late Delivery
RET001554,ORD044945,2025-01-29,Wrong Product
RET001555,ORD005196,2023-02-12,Wrong Product
RET001556,ORD037256,2025-05-08,Late Delivery
RET001557,ORD031611,2025-10-10,Size Issue
RET001558,ORD002192,2023-12-12,Changed Mind
RET001559,ORD031040,2023-02-10,Poor Quality
RET001560,ORD046777,2025-12-25,Damaged Product
RET001561,ORD007786,2025-12-19,Late Delivery
RET001562,ORD046173,2025-01-31,Size Issue
RET001563,ORD042979,2023-09-05,Size Issue
RET001564,ORD048127,2023-06-18,Changed Mind
RET001565,ORD003155,2024-12-05,Changed Mind
RET001566,ORD022796,2023-11-11,Late Delivery
RET001567,ORD029896,2025-06-21,Changed Mind
RET001568,ORD016913,2023-05-27,Wrong Product
RET001569,ORD041043,2025-01-25,Late Delivery
RET001570,ORD042716,2025-08-18,Wrong Product
RET001571,ORD007442,2023-11-10,Damaged Product
RET001572,ORD012849,2024-03-04,Late Delivery
RET001573,ORD012620,2025-02-15,Late Delivery
RET001574,ORD019747,2024-07-15,Damaged Product
RET001575,ORD001423,2024-08-03,Poor Quality
RET001576,ORD026895,2025-10-09,Changed Mind
RET001577,ORD006066,2025-04-27,Damaged Product
RET001578,ORD037617,2025-07-21,Damaged Product
RET001579,ORD037029,2025-06-04,Size Issue
RET001580,ORD043198,2024-11-02,Changed Mind
RET001581,ORD029229,2025-06-24,Damaged Product
RET001582,ORD029836,2024-09-26,Poor Quality
RET001583,ORD022686,2024-05-06,Damaged Product
RET001584,ORD022342,2024-09-10,Poor Quality
RET001585,ORD045714,2025-07-16,Wrong Product
RET001586,ORD034760,2023-04-03,Size Issue
RET001587,ORD005216,2025-07-07,Damaged Product
RET001588,ORD048813,2025-09-08,Poor Quality
RET001589,ORD044918,2024-12-02,Changed Mind
RET001590,ORD039365,2025-08-23,Changed Mind
RET001591,ORD047379,2025-03-15,Size Issue
RET001592,ORD002900,2024-10-02,Poor Quality
RET001593,ORD013308,2025-04-03,Wrong Product
RET001594,ORD018862,2025-05-02,Poor Quality
RET001595,ORD014161,2023-06-05,Size Issue
RET001596,ORD015154,2024-02-01,Changed Mind
RET001597,ORD002562,2023-02-07,Late Delivery
RET001598,ORD007309,2023-10-28,Wrong Product
RET001599,ORD019224,2023-09-12,Wrong Product
RET001600,ORD039544,2024-01-30,Poor Quality
RET001601,ORD033681,2024-04-08,Damaged Product
RET001602,ORD039098,2024-01-24,Changed Mind
RET001603,ORD044841,2025-04-16,Poor Quality
RET001604,ORD044615,2024-01-14,Changed Mind
RET001605,ORD027192,2024-10-09,Damaged Product
RET001606,ORD017477,2026-01-01,Changed Mind
RET001607,ORD014804,2024-04-19,Late Delivery
RET001608,ORD026838,2023-02-03,Damaged Product
RET001609,ORD010263,2023-08-17,Changed Mind
RET001610,ORD044191,2025-04-25,Size Issue
RET001611,ORD043279,2023-06-01,Poor Quality
RET001612,ORD030949,2023-07-20,Poor Quality
RET001613,ORD042990,2025-12-31,Size Issue
RET001614,ORD019710,2024-01-15,Wrong Product
RET001615,ORD028469,2023-02-07,Size Issue
RET001616,ORD000544,2023-10-02,Damaged Product
RET001617,ORD023823,2025-07-07,Changed Mind
RET001618,ORD028067,2024-02-12,Size Issue
RET001619,ORD034416,2024-05-16,Wrong Product
RET001620,ORD039628,2023-12-04,Poor Quality
RET001621,ORD001164,2024-03-03,Poor Quality
RET001622,ORD029747,2024-10-18,Damaged Product
RET001623,ORD002211,2023-08-05,Size Issue
RET001624,ORD023002,2025-04-18,Size Issue
RET001625,ORD032301,2023-10-29,Late Delivery
RET001626,ORD046321,2025-02-03,Poor Quality
RET001627,ORD028828,2024-11-17,Size Issue
RET001628,ORD044405,2023-08-18,Late Delivery
RET001629,ORD018199,2025-06-07,Damaged Product
RET001630,ORD001902,2024-12-20,Poor Quality
RET001631,ORD037461,2025-09-14,Wrong Product
RET001632,ORD017693,2023-04-22,Wrong Product
RET001633,ORD028201,2024-01-01,Wrong Product
RET001634,ORD024783,2023-10-19,Late Delivery
RET001635,ORD028969,2024-09-08,Late Delivery
RET001636,ORD038889,2025-05-07,Late Delivery
RET001637,ORD035969,2025-04-02,Changed Mind
RET001638,ORD030876,2024-05-10,Changed Mind
RET001639,ORD038949,2023-04-07,Poor Quality
RET001640,ORD015360,2025-10-17,Late Delivery
RET001641,ORD042752,2025-04-14,Poor Quality
RET001642,ORD044470,2025-08-16,Wrong Product
RET001643,ORD019715,2024-06-27,Size Issue
RET001644,ORD011608,2025-05-09,Poor Quality
RET001645,ORD036168,2023-05-27,Changed Mind
RET001646,ORD035572,2025-10-15,Poor Quality
RET001647,ORD030442,2023-08-13,Damaged Product
RET001648,ORD039647,2024-10-30,Damaged Product
RET001649,ORD045247,2024-04-20,Poor Quality
RET001650,ORD010435,2024-01-07,Damaged Product
RET001651,ORD045592,2024-10-28,Size Issue
RET001652,ORD033541,2025-08-22,Size Issue
RET001653,ORD004163,2023-11-15,Changed Mind
RET001654,ORD024262,2025-08-14,Size Issue
RET001655,ORD027619,2025-11-09,Damaged Product
RET001656,ORD017467,2025-12-25,Size Issue
RET001657,ORD002442,2023-09-26,Changed Mind
RET001658,ORD006212,2024-09-28,Size Issue
RET001659,ORD016369,2023-12-07,Damaged Product
RET001660,ORD006897,2024-10-30,Size Issue
RET001661,ORD027591,2024-06-05,Damaged Product
RET001662,ORD027722,2023-10-14,Changed Mind
RET001663,ORD006401,2024-04-28,Wrong Product
RET001664,ORD046283,2024-03-24,Size Issue
RET001665,ORD030128,2024-11-09,Late Delivery
RET001666,ORD019028,2023-04-04,Poor Quality
RET001667,ORD033822,2024-02-26,Changed Mind
RET001668,ORD032757,2023-10-13,Poor Quality
RET001669,ORD047478,2024-01-09,Wrong Product
RET001670,ORD031633,2023-06-20,Poor Quality
RET001671,ORD018559,2024-09-11,Damaged Product
RET001672,ORD016626,2023-04-23,Changed Mind
RET001673,ORD017532,2025-04-05,Late Delivery
RET001674,ORD037648,2024-09-23,Poor Quality
RET001675,ORD033396,2025-04-10,Poor Quality
RET001676,ORD017828,2024-12-06,Damaged Product
RET001677,ORD014428,2025-06-12,Poor Quality
RET001678,ORD001006,2025-08-02,Poor Quality
RET001679,ORD005489,2025-08-13,Changed Mind
RET001680,ORD045616,2024-03-29,Wrong Product
RET001681,ORD017407,2024-07-07,Late Delivery
RET001682,ORD000455,2024-01-04,Late Delivery
RET001683,ORD004245,2023-06-05,Damaged Product
RET001684,ORD039506,2025-09-08,Size Issue
RET001685,ORD043384,2025-07-05,Damaged Product
RET001686,ORD034293,2025-02-02,Damaged Product
RET001687,ORD041414,2023-08-21,Wrong Product
RET001688,ORD044592,2023-01-26,Changed Mind
RET001689,ORD031954,2024-06-30,Late Delivery
RET001690,ORD029981,2023-11-05,Poor Quality
RET001691,ORD009392,2023-10-15,Poor Quality
RET001692,ORD022339,2023-04-27,Damaged Product
RET001693,ORD011709,2023-09-24,Damaged Product
RET001694,ORD012967,2025-02-18,Wrong Product
RET001695,ORD045665,2025-04-18,Changed Mind
RET001696,ORD012825,2024-05-21,Changed Mind
RET001697,ORD029862,2024-05-23,Size Issue
RET001698,ORD036408,2024-08-12,Damaged Product
RET001699,ORD019205,2025-05-02,Size Issue
RET001700,ORD007777,2024-12-10,Poor Quality
RET001701,ORD035973,2023-02-26,Poor Quality
RET001702,ORD046216,2024-01-24,Changed Mind
RET001703,ORD026543,2023-10-14,Size Issue
RET001704,ORD026717,2025-12-24,Late Delivery
RET001705,ORD041854,2023-09-05,Late Delivery
RET001706,ORD015470,2026-01-06,Changed Mind
RET001707,ORD027056,2026-01-12,Late Delivery
RET001708,ORD011063,2023-01-24,Late Delivery
RET001709,ORD012111,2024-11-03,Late Delivery
RET001710,ORD014519,2024-02-13,Damaged Product
RET001711,ORD037533,2023-12-26,Changed Mind
RET001712,ORD033613,2023-12-23,Changed Mind
RET001713,ORD013434,2023-05-09,Wrong Product
RET001714,ORD003054,2024-12-05,Size Issue
RET001715,ORD017453,2025-03-05,Wrong Product
RET001716,ORD027506,2024-08-09,Late Delivery
RET001717,ORD048931,2023-05-12,Poor Quality
RET001718,ORD020001,2024-05-06,Wrong Product
RET001719,ORD039080,2023-12-06,Late Delivery
RET001720,ORD009274,2023-12-18,Damaged Product
RET001721,ORD010135,2024-10-08,Changed Mind
RET001722,ORD002983,2025-09-08,Poor Quality
RET001723,ORD031600,2024-05-31,Late Delivery
RET001724,ORD047438,2024-01-28,Damaged Product
RET001725,ORD040224,2023-03-27,Wrong Product
RET001726,ORD005771,2023-11-16,Damaged Product
RET001727,ORD034871,2023-10-20,Poor Quality
RET001728,ORD029000,2023-10-16,Poor Quality
RET001729,ORD016321,2024-05-30,Size Issue
RET001730,ORD038545,2025-04-12,Changed Mind
RET001731,ORD014816,2025-02-28,Late Delivery
RET001732,ORD017963,2025-09-15,Damaged Product
RET001733,ORD023648,2025-06-14,Size Issue
RET001734,ORD008480,2023-11-05,Late Delivery
RET001735,ORD022896,2023-05-26,Late Delivery
RET001736,ORD018854,2024-07-05,Late Delivery
RET001737,ORD039475,2023-03-24,Late Delivery
RET001738,ORD009354,2023-09-24,Wrong Product
RET001739,ORD025043,2024-02-01,Size Issue
RET001740,ORD046016,2023-06-12,Wrong Product
RET001741,ORD002758,2024-02-11,Late Delivery
RET001742,ORD012215,2024-03-10,Damaged Product
RET001743,ORD023492,2024-11-17,Wrong Product
RET001744,ORD028028,2025-07-31,Late Delivery
RET001745,ORD004129,2023-12-26,Size Issue
RET001746,ORD030612,2025-09-10,Size Issue
RET001747,ORD007916,2025-11-26,Late Delivery
RET001748,ORD027688,2023-03-30,Late Delivery
RET001749,ORD025573,2024-04-15,Damaged Product
RET001750,ORD002183,2024-11-17,Late Delivery
RET001751,ORD029966,2025-11-14,Wrong Product
RET001752,ORD026217,2024-01-22,Late Delivery
RET001753,ORD004823,2023-05-28,Size Issue
RET001754,ORD002111,2025-05-22,Changed Mind
RET001755,ORD020932,2024-04-27,Changed Mind
RET001756,ORD025271,2024-02-14,Damaged Product
RET001757,ORD000177,2025-12-03,Late Delivery
RET001758,ORD005684,2024-06-29,Wrong Product
RET001759,ORD047938,2024-03-08,Size Issue
RET001760,ORD032859,2024-10-27,Wrong Product
RET001761,ORD028222,2024-05-04,Damaged Product
RET001762,ORD028531,2025-12-11,Wrong Product
RET001763,ORD015850,2024-03-01,Wrong Product
RET001764,ORD023745,2023-01-29,Damaged Product
RET001765,ORD043284,2024-10-30,Wrong Product
RET001766,ORD020614,2025-12-11,Damaged Product
RET001767,ORD027820,2024-01-06,Poor Quality
RET001768,ORD038873,2023-10-04,Poor Quality
RET001769,ORD027588,2023-09-22,Wrong Product
RET001770,ORD041890,2025-06-15,Late Delivery
RET001771,ORD023873,2024-09-20,Wrong Product
RET001772,ORD010916,2025-04-19,Wrong Product
RET001773,ORD022990,2024-06-26,Poor Quality
RET001774,ORD047402,2024-11-24,Poor Quality
RET001775,ORD020375,2025-02-02,Damaged Product
RET001776,ORD024684,2025-08-13,Poor Quality
RET001777,ORD008054,2024-12-11,Wrong Product
RET001778,ORD001742,2023-04-06,Size Issue
RET001779,ORD025117,2023-06-06,Damaged Product
RET001780,ORD024185,2025-08-29,Wrong Product
RET001781,ORD013632,2023-12-29,Changed Mind
RET001782,ORD004304,2024-07-05,Poor Quality
RET001783,ORD021988,2025-04-21,Size Issue
RET001784,ORD035720,2024-05-12,Damaged Product
RET001785,ORD023461,2024-05-03,Changed Mind
RET001786,ORD010445,2025-09-13,Late Delivery
RET001787,ORD042407,2024-02-14,Size Issue
RET001788,ORD015710,2025-03-24,Damaged Product
RET001789,ORD033010,2023-11-06,Damaged Product
RET001790,ORD010280,2024-03-13,Changed Mind
RET001791,ORD020946,2025-04-08,Damaged Product
RET001792,ORD005654,2025-06-09,Late Delivery
RET001793,ORD004817,2024-12-04,Wrong Product
RET001794,ORD036891,2024-02-26,Late Delivery
RET001795,ORD039174,2023-07-02,Wrong Product
RET001796,ORD015057,2025-02-03,Wrong Product
RET001797,ORD013944,2023-12-09,Poor Quality
RET001798,ORD021682,2025-05-14,Poor Quality
RET001799,ORD035500,2023-04-01,Late Delivery
RET001800,ORD011029,2024-10-12,Poor Quality
RET001801,ORD004449,2023-11-04,Late Delivery
RET001802,ORD039839,2025-03-18,Damaged Product
RET001803,ORD042197,2023-12-09,Changed Mind
RET001804,ORD032526,2025-11-25,Poor Quality
RET001805,ORD030353,2025-04-09,Damaged Product
RET001806,ORD027615,2024-03-17,Wrong Product
RET001807,ORD020950,2024-05-12,Changed Mind
RET001808,ORD045485,2023-02-24,Poor Quality
RET001809,ORD038588,2025-09-30,Wrong Product
RET001810,ORD017250,2023-12-18,Wrong Product
RET001811,ORD003432,2024-03-06,Poor Quality
RET001812,ORD046131,2023-11-08,Size Issue
RET001813,ORD001793,2023-11-16,Size Issue
RET001814,ORD004866,2025-06-11,Wrong Product
RET001815,ORD027416,2023-10-01,Wrong Product
RET001816,ORD017915,2024-05-08,Size Issue
RET001817,ORD037333,2023-10-03,Poor Quality
RET001818,ORD007593,2025-10-31,Poor Quality
RET001819,ORD047135,2025-10-29,Poor Quality
RET001820,ORD044991,2025-04-19,Wrong Product
RET001821,ORD040269,2024-03-21,Damaged Product
RET001822,ORD005170,2023-02-06,Size Issue
RET001823,ORD035152,2023-09-10,Wrong Product
RET001824,ORD046636,2023-06-23,Size Issue
RET001825,ORD032958,2024-04-10,Size Issue
RET001826,ORD040262,2025-09-10,Damaged Product
RET001827,ORD011808,2025-06-11,Changed Mind
RET001828,ORD042049,2024-07-09,Changed Mind
RET001829,ORD002711,2023-03-06,Changed Mind
RET001830,ORD012884,2023-01-21,Wrong Product
RET001831,ORD046276,2024-06-22,Poor Quality
RET001832,ORD044109,2023-10-03,Poor Quality
RET001833,ORD005228,2023-09-05,Wrong Product
RET001834,ORD034402,2023-12-31,Poor Quality
RET001835,ORD046087,2024-01-01,Late Delivery
RET001836,ORD005187,2023-10-16,Wrong Product
RET001837,ORD013710,2025-08-20,Late Delivery
RET001838,ORD018173,2025-05-08,Wrong Product
RET001839,ORD039230,2023-08-08,Size Issue
RET001840,ORD002580,2024-04-02,Damaged Product
RET001841,ORD035601,2025-08-31,Wrong Product
RET001842,ORD038533,2024-04-23,Poor Quality
RET001843,ORD029485,2024-09-23,Damaged Product
RET001844,ORD025443,2025-10-13,Poor Quality
RET001845,ORD046698,2024-01-04,Size Issue
RET001846,ORD001585,2023-11-30,Damaged Product
RET001847,ORD047460,2023-06-20,Changed Mind
RET001848,ORD018330,2024-03-02,Late Delivery
RET001849,ORD008189,2023-03-08,Late Delivery
RET001850,ORD008932,2025-02-02,Poor Quality
RET001851,ORD033141,2025-09-26,Damaged Product
RET001852,ORD021589,2024-07-08,Size Issue
RET001853,ORD030814,2024-11-23,Size Issue
RET001854,ORD045261,2024-06-19,Late Delivery
RET001855,ORD004868,2025-07-15,Poor Quality
RET001856,ORD009101,2023-05-07,Damaged Product
RET001857,ORD021007,2025-10-02,Poor Quality
RET001858,ORD042996,2025-01-24,Late Delivery
RET001859,ORD028564,2023-08-06,Damaged Product
RET001860,ORD041966,2024-02-14,Wrong Product
RET001861,ORD021029,2024-12-21,Changed Mind
RET001862,ORD021398,2025-10-13,Size Issue
RET001863,ORD030759,2023-07-28,Damaged Product
RET001864,ORD026870,2025-08-13,Size Issue
RET001865,ORD001705,2025-01-21,Poor Quality
RET001866,ORD041474,2025-09-15,Damaged Product
RET001867,ORD049579,2025-05-12,Late Delivery
RET001868,ORD047743,2024-01-11,Size Issue
RET001869,ORD011569,2025-10-16,Damaged Product
RET001870,ORD031449,2023-06-06,Damaged Product
RET001871,ORD030879,2023-09-02,Wrong Product
RET001872,ORD034155,2023-04-20,Late Delivery
