product_id,product_name,category,sub_category,unit_price,cost_price
PROD0380,Footwear Product 380,Fashion,Footwear,44726.46,34235.37
PROD0381,Fragrances Product 381,Beauty,Fragrances,7838.24,4504.55
PROD0382,Men Clothing Product 382,Fashion,Men Clothing,12649.91,9456.8
PROD0383,Cameras Product 383,Electronics,Cameras,1966.56,1333.24
PROD0384,Haircare Product 384,Beauty,Haircare,38194.2,30582.33
PROD0385,Makeup Product 385,Beauty,Makeup,17301.46,13469.24
PROD0386,Smartphones Product 386,Electronics,Smartphones,5798.4,4572.51
PROD0387,Sunglasses Product 387,Accessories,Sunglasses,6636.19,4040.88
PROD0388,Fitness Equipment Product 388,Sports,Fitness Equipment,39925.58,20360.73
PROD0389,Storage Product 389,Home & Kitchen,Storage,11693.79,8640.55
PROD0390,Travel Accessories Product 390,Accessories,Travel Accessories,36085.82,25493.15
PROD0391,Fitness Equipment Product 391,Sports,Fitness Equipment,34789.24,23207.55
PROD0392,Home Decor Product 392,Home & Kitchen,Home Decor,12814.41,7538.44
PROD0393,Kitchen Appliances Product 393,Home & Kitchen,Kitchen Appliances,9325.41,7585.1
PROD0394,Outdoor Product 394,Sports,Outdoor,29294.57,17879.66
PROD0395,Outdoor Product 395,Sports,Outdoor,23261.69,19281.93
PROD0396,Academic Product 396,Books,Academic,7921.56,5422.24
PROD0397,Accessories Product 397,Fashion,Accessories,25442.67,17672.01
PROD0398,Makeup Product 398,Beauty,Makeup,1200.08,958.68
PROD0399,Footwear Product 399,Fashion,Footwear,46626.28,31521.85
PROD0400,Women Clothing Product 400,Fashion,Women Clothing,34923.55,28602.38
PROD0401,Smart Watches Product 401,Electronics,Smart Watches,35449.76,18115.38
PROD0402,Women Clothing Product 402,Fashion,Women Clothing,28941.53,20047.39
PROD0403,Outdoor Product 403,Sports,Outdoor,21379.29,15918.54
PROD0404,Footwear Product 404,Fashion,Footwear,46738.04,38335.82
PROD0405,Travel Accessories Product 405,Accessories,Travel Accessories,22706.72,11246.53
PROD0406,Haircare Product 406,Beauty,Haircare,49246.61,38686.13
PROD0407,Team Sports Product 407,Sports,Team Sports,6495.74,5315.7
PROD0408,Laptops Product 408,Electronics,Laptops,43533.85,28625.04
PROD0409,Laptops Product 409,Electronics,Laptops,29686.39,18096.86
PROD0410,Fitness Equipment Product 410,Sports,Fitness Equipment,3021.65,1764.88
PROD0411,Self Help Product 411,Books,Self Help,40201.82,18165.31
PROD0412,Ethnic Wear Product 412,Fashion,Ethnic Wear,16874.91,10281.33
PROD0413,Kitchen Appliances Product 413,Home & Kitchen,Kitchen Appliances,27008.56,22091.44
PROD0414,Non Fiction Product 414,Books,Non Fiction,17513.4,10311.56
PROD0415,Academic Product 415,Books,Academic,36953.81,23313.68
PROD0416,Men Clothing Product 416,Fashion,Men Clothing,11462.86,7232.79
PROD0417,Home Decor Product 417,Home & Kitchen,Home Decor,7300.59,3800.36
PROD0418,Jewellery Product 418,Accessories,Jewellery,25068.88,15481.79
PROD0419,Fitness Equipment Product 419,Sports,Fitness Equipment,45767.84,27229.92
PROD0420,Men Clothing Product 420,Fashion,Men Clothing,29155.24,20493.38
PROD0421,Home Decor Product 421,Home & Kitchen,Home Decor,950.79,680.21
PROD0422,Jewellery Product 422,Accessories,Jewellery,9148.39,7633.67
PROD0423,Footwear Product 423,Fashion,Footwear,7688.54,4734.98
PROD0424,Men Clothing Product 424,Fashion,Men Clothing,4541.88,3854.92
PROD0425,Men Clothing Product 425,Fashion,Men Clothing,25259.09,17382.14
PROD0426,Footwear Product 426,Fashion,Footwear,3633.7,2725.22
PROD0427,Bags Product 427,Accessories,Bags,10732.31,8684.82
PROD0428,Men Clothing Product 428,Fashion,Men Clothing,10495.44,5523.49
PROD0429,Smartphones Product 429,Electronics,Smartphones,2116.52,1352.09
PROD0430,Laptops Product 430,Electronics,Laptops,28372.6,13513.4
PROD0431,Headphones Product 431,Electronics,Headphones,38843.72,24522.64
PROD0432,Makeup Product 432,Beauty,Makeup,26362.2,16510.78
PROD0433,Sunglasses Product 433,Accessories,Sunglasses,20217.92,13623.97
PROD0434,Men Clothing Product 434,Fashion,Men Clothing,8015.44,4190.24
PROD0435,Furniture Product 435,Home & Kitchen,Furniture,43130.75,35731.51
PROD0436,Fragrances Product 436,Beauty,Fragrances,18853.47,10525.85
PROD0437,Fitness Equipment Product 437,Sports,Fitness Equipment,32306.78,19820.0
PROD0438,Sunglasses Product 438,Accessories,Sunglasses,1561.7,800.31
PROD0439,Cookware Product 439,Home & Kitchen,Cookware,35883.82,25605.6
PROD0440,Women Clothing Product 440,Fashion,Women Clothing,1646.67,887.21
PROD0441,Fragrances Product 441,Beauty,Fragrances,11784.42,8470.14
PROD0442,Laptops Product 442,Electronics,Laptops,1279.61,629.11
PROD0443,Skincare Product 443,Beauty,Skincare,40055.83,20885.83
PROD0444,Academic Product 444,Books,Academic,32741.48,17853.05
PROD0445,Yoga Product 445,Sports,Yoga,5242.24,2868.91
PROD0446,Personal Care Product 446,Beauty,Personal Care,36196.67,28677.85
PROD0447,Self Help Product 447,Books,Self Help,41561.93,25305.95
PROD0448,Team Sports Product 448,Sports,Team Sports,33503.83,17823.83
PROD0449,Technology Product 449,Books,Technology,14869.44,12022.45
PROD0450,Haircare Product 450,Beauty,Haircare,946.2,458.15
PROD0451,Storage Product 451,Home & Kitchen,Storage,10631.95,4897.21
PROD0452,Technology Product 452,Books,Technology,9317.34,6365.76
PROD0453,Makeup Product 453,Beauty,Makeup,21244.8,17146.01
PROD0454,Smartphones Product 454,Electronics,Smartphones,40926.95,24012.94
PROD0455,Footwear Product 455,Fashion,Footwear,13193.34,7940.77
PROD0456,Smart Watches Product 456,Electronics,Smart Watches,29637.66,16514.86
PROD0457,Self Help Product 457,Books,Self Help,31320.2,19223.23
PROD0458,Sunglasses Product 458,Accessories,Sunglasses,27736.74,17320.22
PROD0459,Team Sports Product 459,Sports,Team Sports,14934.95,12386.77
PROD0460,Fragrances Product 460,Beauty,Fragrances,38251.21,19356.84
PROD0461,Ethnic Wear Product 461,Fashion,Ethnic Wear,43462.86,28032.35
PROD0462,Self Help Product 462,Books,Self Help,44759.25,34462.03
PROD0463,Women Clothing Product 463,Fashion,Women Clothing,21433.11,9837.53
PROD0464,Yoga Product 464,Sports,Yoga,13653.26,9102.0
PROD0465,Fitness Equipment Product 465,Sports,Fitness Equipment,31783.87,17581.41
PROD0466,Smart Watches Product 466,Electronics,Smart Watches,7226.0,5664.98
PROD0467,Smartphones Product 467,Electronics,Smartphones,49224.79,32501.95
PROD0468,Outdoor Product 468,Sports,Outdoor,8832.46,4936.66
PROD0469,Makeup Product 469,Beauty,Makeup,1214.02,990.3
PROD0470,Headphones Product 470,Electronics,Headphones,6152.23,4187.25
PROD0471,Non Fiction Product 471,Books,Non Fiction,13920.54,9350.03
PROD0472,Men Clothing Product 472,Fashion,Men Clothing,32675.59,25548.94
PROD0473,Smartphones Product 473,Electronics,Smartphones,10559.14,4798.06
PROD0474,Ethnic Wear Product 474,Fashion,Ethnic Wear,7103.22,5753.66
PROD0475,Bags Product 475,Accessories,Bags,43732.34,30130.06
PROD0476,Academic Product 476,Books,Academic,30145.69,21584.76
PROD0477,Women Clothing Product 477,Fashion,Women Clothing,9015.95,7354.89
PROD0478,Academic Product 478,Books,Academic,21112.9,12736.47
PROD0479,Sportswear Product 479,Sports,Sportswear,26090.21,12230.74
PROD0480,Women Clothing Product 480,Fashion,Women Clothing,8564.28,6382.22
PROD0481,Accessories Product 481,Fashion,Accessories,4415.09,3051.98
PROD0482,Headphones Product 482,Electronics,Headphones,12493.85,7567.75
PROD0483,Women Clothing Product 483,Fashion,Women Clothing,14648.08,8675.6
PROD0484,Smart Watches Product 484,Electronics,Smart Watches,36036.58,20499.36
PROD0485,Smart Watches Product 485,Electronics,Smart Watches,28450.31,18220.15
PROD0486,Personal Care Product 486,Beauty,Personal Care,33284.46,27450.76
PROD0487,Self Help Product 487,Books,Self Help,36708.83,19675.06
PROD0488,Home Decor Product 488,Home & Kitchen,Home Decor,1849.8,1026.46
PROD0489,Personal Care Product 489,Beauty,Personal Care,29875.37,14058.46
PROD0490,Skincare Product 490,Beauty,Skincare,24969.4,17197.35
PROD0491,Skincare Product 491,Beauty,Skincare,16911.92,12825.41
PROD0492,Cameras Product 492,Electronics,Cameras,5597.93,2687.31
PROD0493,Team Sports Product 493,Sports,Team Sports,36490.98,23653.33
PROD0494,Kitchen Appliances Product 494,Home & Kitchen,Kitchen Appliances,34513.6,21534.1
PROD0495,Bags Product 495,Accessories,Bags,12546.18,9756.42
PROD0496,Headphones Product 496,Electronics,Headphones,40030.97,29137.69
PROD0497,Personal Care Product 497,Beauty,Personal Care,13825.61,9485.64
PROD0498,Haircare Product 498,Beauty,Haircare,18240.4,8876.38
PROD0499,Accessories Product 499,Fashion,Accessories,45890.48,23162.19
PROD0500,Laptops Product 500,Electronics,Laptops,47526.8,29865.95
