order_id,product_id,quantity,discount,revenue,profit
ORD008221,PROD0277,1,0.09,25234.09,6533.82
ORD008221,PROD0316,4,0.09,130142.63,14575.59
ORD008221,PROD0224,4,0.01,195244.83,47065.59
ORD008222,PROD0379,5,0.25,116691.08,13476.38
ORD008222,PROD0471,3,0.07,38838.31,10788.22
ORD008222,PROD0015,2,0.08,54727.12,26853.16
ORD008223,PROD0282,5,0.03,34326.65,18196.05
ORD008223,PROD0312,1,0.0,18712.46,6665.21
ORD008223,PROD0497,5,0.06,64980.37,17552.17
ORD008224,PROD0239,2,0.05,7538.61,2209.67
ORD008224,PROD0183,2,0.14,80996.18,24068.96
ORD008225,PROD0064,5,0.26,151534.72,-11117.78
ORD008226,PROD0371,5,0.1,104828.35,38372.85
ORD008226,PROD0489,1,0.04,28680.36,14621.9
ORD008226,PROD0001,5,0.0,94573.2,16050.4
ORD008226,PROD0324,1,0.22,23245.2,1739.19
ORD008227,PROD0076,1,0.05,43168.77,18366.05
ORD008228,PROD0003,4,0.06,30283.53,13775.85
ORD008228,PROD0360,4,0.08,23837.46,4603.06
ORD008228,PROD0388,4,0.21,126164.83,44721.91
ORD008229,PROD0366,2,0.02,16589.46,3456.2
ORD008229,PROD0385,3,0.23,39966.37,-441.35
ORD008229,PROD0340,5,0.25,181810.05,-11200.2
ORD008230,PROD0369,5,0.22,77237.63,332.73
ORD008230,PROD0465,3,0.19,77234.8,24490.57
ORD008230,PROD0431,5,0.24,147606.14,24992.94
ORD008231,PROD0445,3,0.18,12895.91,4289.18
ORD008232,PROD0463,1,0.29,15217.51,5379.98
ORD008232,PROD0409,5,0.18,121714.2,31229.9
ORD008232,PROD0073,3,0.01,42936.01,22779.73
ORD008232,PROD0077,3,0.17,18678.19,4145.65
ORD008233,PROD0222,1,0.02,18523.23,7215.42
ORD008233,PROD0004,1,0.18,2613.14,74.98
ORD008233,PROD0174,5,0.16,133829.43,59247.93
ORD008234,PROD0183,5,0.27,171881.42,29563.37
ORD008235,PROD0170,1,0.18,19570.48,7896.6
ORD008235,PROD0380,2,0.15,76034.98,7564.24
ORD008235,PROD0500,3,0.04,136877.18,47279.33
ORD008236,PROD0373,1,0.11,10538.46,949.29
ORD008237,PROD0365,2,0.25,15481.32,4841.26
ORD008237,PROD0466,1,0.08,6647.92,982.94
ORD008238,PROD0213,1,0.27,2307.29,190.24
ORD008239,PROD0208,2,0.05,60234.39,20328.91
ORD008239,PROD0204,4,0.03,76216.08,40517.48
ORD008240,PROD0396,4,0.05,30101.93,8412.97
ORD008241,PROD0463,3,0.28,46295.52,16782.93
ORD008242,PROD0166,3,0.04,51816.5,11165.45
ORD008242,PROD0134,5,0.28,125790.05,-1920.7
ORD008242,PROD0030,5,0.05,12102.05,4711.75
ORD008242,PROD0246,2,0.28,33042.44,1007.2
ORD008243,PROD0445,2,0.1,9436.03,3698.21
ORD008243,PROD0191,1,0.14,5308.6,810.52
ORD008243,PROD0379,4,0.19,100821.09,18249.33
ORD008244,PROD0360,4,0.01,25651.18,6416.78
ORD008244,PROD0376,4,0.04,23461.75,3276.51
ORD008244,PROD0296,1,0.22,5615.77,530.26
ORD008244,PROD0334,2,0.27,18285.19,5403.59
ORD008245,PROD0268,1,0.01,38133.48,6243.63
ORD008245,PROD0304,5,0.13,45913.34,14475.49
ORD008245,PROD0460,4,0.06,143824.55,66397.19
ORD008246,PROD0029,1,0.18,3852.43,1370.0
ORD008246,PROD0145,4,0.22,45368.23,5448.07
ORD008247,PROD0466,5,0.26,26736.2,-1588.7
ORD008247,PROD0090,3,0.13,122292.8,51305.57
ORD008247,PROD0347,4,0.22,79648.11,23795.99
ORD008248,PROD0423,5,0.17,31907.44,8232.54
ORD008248,PROD0112,4,0.22,15461.6,3625.84
ORD008248,PROD0258,3,0.26,5655.16,2135.62
ORD008248,PROD0105,5,0.28,1985.62,567.22
ORD008249,PROD0389,5,0.11,52037.37,8834.62
ORD008249,PROD0294,1,0.12,3581.96,1540.44
ORD008249,PROD0193,3,0.05,104974.14,19735.98
ORD008249,PROD0098,4,0.21,54193.3,13741.5
ORD008250,PROD0124,1,0.17,17912.02,-143.77
ORD008250,PROD0237,5,0.09,11124.98,1265.83
ORD008250,PROD0469,2,0.01,2403.76,423.16
ORD008251,PROD0098,2,0.0,34299.56,14073.66
ORD008251,PROD0149,2,0.2,61709.89,20338.93
ORD008251,PROD0462,3,0.1,120849.98,17463.89
ORD008252,PROD0097,3,0.25,101364.26,6319.64
ORD008252,PROD0268,2,0.27,56237.26,-7542.44
ORD008252,PROD0108,3,0.14,92093.9,33742.82
ORD008252,PROD0317,2,0.2,41168.59,7058.07
ORD008253,PROD0211,4,0.1,142709.33,21272.05
ORD008254,PROD0040,5,0.01,89672.96,44714.41
ORD008254,PROD0076,3,0.21,107694.72,33286.56
ORD008254,PROD0194,3,0.09,39085.74,16709.13
ORD008255,PROD0044,3,0.2,87747.43,10417.48
ORD008255,PROD0040,3,0.23,41847.38,14872.25
ORD008255,PROD0411,5,0.12,176888.01,86061.46
ORD008255,PROD0105,2,0.22,860.43,293.07
ORD008256,PROD0309,2,0.27,4869.93,1129.09
ORD008256,PROD0162,2,0.05,62912.44,25696.52
ORD008256,PROD0315,5,0.11,9448.06,3599.01
ORD008256,PROD0235,2,0.03,22140.66,3074.84
ORD008257,PROD0444,1,0.28,23573.87,5720.82
ORD008258,PROD0273,2,0.16,52115.23,15307.91
ORD008258,PROD0055,5,0.15,49602.9,21545.65
ORD008258,PROD0436,1,0.01,18664.94,8139.09
ORD008258,PROD0454,1,0.12,36015.72,12002.78
ORD008259,PROD0121,5,0.08,216387.63,20798.73
ORD008259,PROD0070,1,0.08,16902.6,1493.44
ORD008259,PROD0354,2,0.12,28724.94,3461.68
ORD008259,PROD0014,1,0.11,9099.17,2395.49
ORD008260,PROD0307,5,0.29,111848.61,35806.76
ORD008260,PROD0490,5,0.03,121101.59,35114.84
ORD008260,PROD0193,1,0.05,34991.38,6578.66
ORD008260,PROD0340,3,0.07,135266.68,19460.53
ORD008261,PROD0078,5,0.19,199611.66,64856.01
ORD008261,PROD0341,5,0.08,188179.01,75034.11
ORD008261,PROD0421,4,0.14,3270.72,549.88
ORD008262,PROD0321,3,0.28,2802.69,549.51
ORD008263,PROD0231,5,0.23,23643.04,1851.99
ORD008263,PROD0283,5,0.23,68238.17,7447.07
ORD008264,PROD0461,5,0.23,167332.01,27170.26
ORD008265,PROD0304,3,0.19,25648.14,6785.43
ORD008265,PROD0480,1,0.06,8050.42,1668.2
ORD008266,PROD0441,4,0.08,43366.67,9486.11
ORD008266,PROD0020,5,0.12,150948.07,43558.62
ORD008266,PROD0139,2,0.25,59962.9,3199.18
ORD008267,PROD0286,2,0.26,38251.01,-1212.73
ORD008267,PROD0354,5,0.15,69364.21,6206.06
ORD008268,PROD0120,5,0.08,148947.86,64623.26
ORD008268,PROD0055,5,0.16,49019.33,20962.08
ORD008268,PROD0219,2,0.1,7049.38,949.76
ORD008268,PROD0186,4,0.14,18261.82,8551.46
ORD008269,PROD0423,3,0.13,20067.09,5862.15
ORD008269,PROD0331,5,0.23,69292.34,-6713.81
ORD008270,PROD0262,1,0.09,44139.32,5973.48
ORD008271,PROD0256,1,0.25,23090.06,4085.49
ORD008271,PROD0206,1,0.24,12289.12,-1132.29
ORD008271,PROD0339,3,0.19,14260.04,3536.09
ORD008271,PROD0317,4,0.07,95716.98,27495.94
ORD008272,PROD0435,3,0.17,107395.57,201.04
ORD008273,PROD0058,3,0.13,82946.24,6808.82
ORD008273,PROD0055,2,0.19,18907.46,7684.56
ORD008274,PROD0292,4,0.08,91201.88,33556.28
ORD008274,PROD0478,1,0.05,20057.26,7320.79
ORD008274,PROD0321,3,0.14,3347.65,1094.47
ORD008275,PROD0278,3,0.21,103971.14,23506.28
ORD008275,PROD0219,5,0.2,15665.28,416.23
ORD008276,PROD0108,4,0.17,118508.43,40706.99
ORD008276,PROD0175,3,0.08,52214.37,12466.53
ORD008276,PROD0034,3,0.19,17748.55,857.23
ORD008277,PROD0053,4,0.03,176175.47,76333.59
ORD008277,PROD0313,5,0.29,110146.77,17442.67
ORD008277,PROD0198,1,0.27,12583.7,-1591.11
ORD008278,PROD0173,4,0.19,65142.44,9140.84
ORD008278,PROD0455,2,0.26,19526.14,3644.6
ORD008279,PROD0499,1,0.09,41760.34,18598.15
ORD008280,PROD0389,2,0.26,17306.81,25.71
ORD008280,PROD0122,1,0.28,32953.51,5580.89
ORD008281,PROD0087,3,0.08,71072.82,29309.94
ORD008281,PROD0411,2,0.16,67539.06,31208.44
ORD008281,PROD0280,3,0.09,103276.77,24046.02
ORD008282,PROD0401,4,0.14,121947.17,49485.65
ORD008282,PROD0249,1,0.16,24618.48,10518.72
ORD008282,PROD0178,3,0.11,10165.41,2090.55
ORD008282,PROD0202,1,0.21,20074.72,239.29
ORD008283,PROD0087,5,0.04,123604.9,54000.1
ORD008283,PROD0081,4,0.16,62424.84,10186.96
ORD008284,PROD0118,2,0.28,14405.16,-379.74
ORD008284,PROD0070,4,0.03,71284.87,9648.23
ORD008284,PROD0062,5,0.29,57171.93,17391.48
ORD008284,PROD0371,4,0.08,85726.3,32561.9
ORD008285,PROD0349,5,0.01,72492.45,22516.95
ORD008285,PROD0337,3,0.25,9647.15,1160.18
ORD008285,PROD0077,1,0.13,6526.11,1681.93
ORD008285,PROD0478,3,0.23,48770.8,10561.39
ORD008286,PROD0378,3,0.06,20365.53,3734.91
ORD008286,PROD0405,2,0.08,41780.36,19287.3
ORD008286,PROD0491,4,0.09,61559.39,10257.75
ORD008287,PROD0350,4,0.25,23915.49,3429.29
ORD008287,PROD0068,5,0.19,191008.57,54406.52
ORD008287,PROD0161,4,0.05,104866.97,23640.49
ORD008287,PROD0287,1,0.21,15806.46,1824.05
ORD008288,PROD0284,5,0.15,84126.75,22269.85
ORD008288,PROD0474,2,0.03,13780.25,2272.93
ORD008288,PROD0367,1,0.21,26354.64,4362.66
ORD008288,PROD0212,3,0.18,11889.03,2497.17
ORD008289,PROD0136,1,0.24,30799.19,-569.19
ORD008289,PROD0381,1,0.14,6740.89,2236.34
ORD008289,PROD0280,1,0.26,27994.44,1584.19
ORD008289,PROD0058,2,0.09,57839.91,7081.63
ORD008290,PROD0394,1,0.13,25486.28,7606.62
ORD008290,PROD0402,3,0.18,71196.16,11053.99
ORD008290,PROD0031,5,0.18,80430.77,25645.67
ORD008291,PROD0208,1,0.07,29483.15,9530.41
ORD008291,PROD0418,5,0.22,97768.63,20359.68
ORD008291,PROD0184,5,0.28,173056.21,-22146.44
ORD008292,PROD0398,2,0.28,1728.12,-189.24
ORD008293,PROD0290,1,0.16,20796.87,7098.22
ORD008293,PROD0376,1,0.28,4399.08,-647.23
ORD008294,PROD0497,2,0.14,23780.05,4808.77
ORD008294,PROD0219,4,0.22,12218.92,19.68
ORD008294,PROD0295,4,0.08,24523.08,10908.48
ORD008295,PROD0165,5,0.01,104712.89,46635.04
ORD008295,PROD0160,4,0.08,29715.71,11947.75
ORD008296,PROD0127,3,0.09,116302.07,42588.44
ORD008297,PROD0435,5,0.05,204871.06,26213.51
ORD008297,PROD0275,2,0.09,47609.91,7903.91
ORD008297,PROD0088,1,0.15,27510.33,10688.69
ORD008298,PROD0131,1,0.08,28396.59,2283.41
ORD008298,PROD0142,1,0.15,16121.5,6873.59
ORD008298,PROD0372,3,0.06,105626.46,32464.62
ORD008298,PROD0347,2,0.22,39824.05,11897.99
ORD008299,PROD0414,5,0.13,76183.29,24625.49
ORD008300,PROD0096,1,0.26,3646.14,-339.41
ORD008300,PROD0078,4,0.2,157717.86,49913.34
ORD008300,PROD0167,3,0.2,2436.86,924.71
ORD008301,PROD0117,3,0.09,79093.89,22858.38
ORD008301,PROD0116,5,0.16,167168.9,37602.1
ORD008301,PROD0028,3,0.17,74738.92,1013.05
ORD008302,PROD0283,1,0.2,14179.36,2021.14
ORD008302,PROD0454,5,0.13,178032.23,57967.53
ORD008302,PROD0410,5,0.11,13446.34,4621.94
ORD008303,PROD0385,5,0.0,86507.3,19161.1
ORD008304,PROD0278,4,0.27,128099.47,20812.99
ORD008304,PROD0046,3,0.1,16858.34,3085.1
ORD008304,PROD0024,2,0.04,30320.72,9537.54
ORD008304,PROD0242,5,0.16,96140.9,15906.35
ORD008305,PROD0409,2,0.21,46904.5,10710.78
ORD008305,PROD0103,3,0.01,90405.37,48976.06
ORD008306,PROD0092,5,0.04,222034.9,36789.4
ORD008306,PROD0152,4,0.2,86942.62,10327.46
ORD008306,PROD0164,1,0.03,27015.86,7667.82
ORD008307,PROD0247,2,0.13,24509.36,9712.22
ORD008308,PROD0082,2,0.06,59758.49,17526.41
ORD008309,PROD0308,3,0.18,107543.48,216.53
ORD008310,PROD0301,2,0.2,13913.71,4149.13
ORD008310,PROD0421,1,0.21,751.12,70.91
ORD008310,PROD0106,1,0.2,22057.66,2019.44
ORD008311,PROD0468,2,0.02,17311.62,7438.3
ORD008311,PROD0259,3,0.25,42773.02,-1381.37
ORD008312,PROD0284,4,0.17,65717.84,16232.32
ORD008312,PROD0080,1,0.15,10294.0,1316.58
ORD008312,PROD0326,4,0.1,16631.78,4345.66
ORD008313,PROD0285,3,0.18,111282.26,31308.02
ORD008313,PROD0165,2,0.16,35538.92,12307.78
ORD008314,PROD0062,1,0.22,12561.72,4605.63
ORD008314,PROD0344,5,0.25,107659.31,26987.81
ORD008315,PROD0119,4,0.18,46754.4,20541.92
ORD008315,PROD0059,1,0.17,33401.28,12288.94
ORD008315,PROD0249,5,0.03,142142.39,71643.59
ORD008316,PROD0329,5,0.01,71298.12,28430.47
ORD008316,PROD0336,5,0.22,34775.01,-1279.84
ORD008317,PROD0182,1,0.27,16844.87,1424.96
ORD008318,PROD0341,4,0.11,145634.19,55118.27
ORD008319,PROD0352,3,0.06,48022.43,22286.21
ORD008319,PROD0500,5,0.13,206741.58,57411.83
ORD008320,PROD0280,2,0.04,72634.21,19813.71
ORD008320,PROD0475,1,0.08,40233.75,10103.69
ORD008321,PROD0016,2,0.27,44522.67,12917.09
ORD008322,PROD0155,1,0.26,29467.35,7234.12
ORD008323,PROD0413,5,0.08,124239.38,13782.18
ORD008323,PROD0014,4,0.09,37214.6,10399.88
ORD008323,PROD0334,2,0.29,17784.22,4902.62
ORD008323,PROD0349,1,0.09,13326.9,3331.8
ORD008324,PROD0470,3,0.06,17349.29,4787.54
ORD008324,PROD0405,2,0.26,33605.95,11112.89
ORD008324,PROD0185,3,0.08,27685.06,13308.55
ORD008324,PROD0047,1,0.1,34299.92,8593.62
ORD008325,PROD0472,4,0.26,96719.75,-5476.01
ORD008325,PROD0358,3,0.28,38099.7,-5387.49
ORD008326,PROD0306,5,0.2,9015.24,340.74
ORD008326,PROD0203,4,0.02,63529.36,11136.48
ORD008327,PROD0322,5,0.22,42154.98,10754.98
ORD008327,PROD0388,1,0.04,38328.56,17967.83
ORD008327,PROD0045,2,0.28,63928.04,7202.04
ORD008327,PROD0044,2,0.04,70197.95,18644.65
ORD008328,PROD0145,5,0.15,61799.67,11899.47
ORD008328,PROD0307,5,0.19,127601.93,51560.08
ORD008328,PROD0177,3,0.12,87217.86,36158.37
ORD008328,PROD0060,4,0.21,141126.17,22198.45
ORD008329,PROD0399,3,0.26,103510.34,8944.79
ORD008329,PROD0031,2,0.28,28248.85,6334.81
ORD008329,PROD0459,3,0.26,33155.59,-4004.72
ORD008329,PROD0398,2,0.2,1920.13,2.77
ORD008330,PROD0067,2,0.23,9636.26,2314.64
ORD008330,PROD0102,3,0.27,18249.16,-1985.45
ORD008331,PROD0454,2,0.28,58934.81,10908.93
ORD008331,PROD0075,2,0.12,5030.94,1821.1
ORD008331,PROD0394,3,0.2,70306.97,16667.99
ORD008331,PROD0427,2,0.05,20391.39,3021.75
ORD008332,PROD0259,1,0.19,15398.29,680.16
ORD008332,PROD0205,3,0.02,133174.59,67060.92
ORD008333,PROD0267,4,0.12,175411.63,41426.51
ORD008334,PROD0052,1,0.09,14490.38,4085.52
ORD008334,PROD0050,2,0.13,2720.19,1178.25
ORD008334,PROD0043,4,0.16,52939.56,16381.44
ORD008335,PROD0137,1,0.3,30375.44,-5003.11
ORD008335,PROD0187,1,0.16,4194.81,583.27
ORD008335,PROD0364,1,0.09,6594.49,1028.26
ORD008336,PROD0087,2,0.22,40171.59,12329.67
ORD008336,PROD0472,2,0.06,61430.11,10332.23
ORD008336,PROD0495,3,0.01,37262.15,7992.89
ORD008336,PROD0054,2,0.17,34355.41,3219.45
ORD008337,PROD0435,2,0.09,78497.96,7034.94
ORD008338,PROD0371,1,0.09,21198.62,7907.52
ORD008338,PROD0429,3,0.21,5016.15,959.88
ORD008338,PROD0259,3,0.02,55890.08,11735.69
ORD008338,PROD0488,4,0.18,6067.34,1961.5
ORD008339,PROD0181,3,0.0,58776.15,17202.87
ORD008339,PROD0044,1,0.19,29614.76,3838.11
ORD008339,PROD0380,1,0.24,33992.11,-243.26
ORD008340,PROD0395,5,0.08,107003.77,10594.12
ORD008340,PROD0483,4,0.15,49803.47,15101.07
ORD008341,PROD0146,1,0.12,1597.96,753.7
ORD008341,PROD0321,2,0.05,2465.33,963.21
ORD008341,PROD0470,1,0.17,5106.35,919.1
ORD008341,PROD0397,5,0.21,100498.55,12138.5
ORD008342,PROD0416,1,0.16,9628.8,2396.01
ORD008342,PROD0437,1,0.23,24876.22,5056.22
ORD008342,PROD0429,2,0.19,3428.76,724.58
ORD008342,PROD0326,2,0.13,8038.7,1895.64
ORD008343,PROD0018,2,0.01,95617.98,20924.02
ORD008343,PROD0071,3,0.13,125628.77,46105.34
ORD008344,PROD0177,3,0.21,78297.86,27238.37
ORD008345,PROD0019,3,0.14,39833.39,17180.75
ORD008345,PROD0174,2,0.12,56080.9,26248.3
ORD008346,PROD0075,3,0.04,8232.45,3417.69
ORD008346,PROD0058,1,0.11,28284.35,2905.21
ORD008347,PROD0226,2,0.13,67728.11,15307.97
ORD008347,PROD0022,1,0.26,1486.74,-148.13
ORD008348,PROD0096,3,0.28,10642.77,-1313.88
ORD008348,PROD0227,5,0.11,95158.04,8281.79
ORD008349,PROD0144,3,0.24,53443.7,6535.76
ORD008349,PROD0133,4,0.1,158059.58,26991.74
ORD008349,PROD0468,5,0.3,30913.61,6230.31
ORD008349,PROD0493,2,0.17,60575.03,13268.37
ORD008350,PROD0104,2,0.0,10686.28,3041.3
ORD008351,PROD0168,3,0.07,7215.86,3597.92
ORD008351,PROD0213,1,0.04,3034.24,917.19
ORD008351,PROD0233,5,0.26,178043.93,33696.43
ORD008351,PROD0433,3,0.1,54588.38,13716.47
ORD008352,PROD0161,3,0.29,58780.69,-2139.17
ORD008353,PROD0089,3,0.06,97683.7,34844.59
ORD008353,PROD0094,1,0.22,31914.43,4415.63
ORD008354,PROD0201,4,0.08,19964.96,2364.96
ORD008354,PROD0415,3,0.21,87580.53,17639.49
ORD008354,PROD0023,3,0.0,39484.11,11252.61
ORD008354,PROD0213,2,0.1,5689.21,1455.11
ORD008355,PROD0384,3,0.07,106561.82,14814.83
ORD008356,PROD0211,2,0.14,68183.35,7464.71
ORD008357,PROD0214,2,0.22,34700.75,-1115.83
ORD008358,PROD0085,4,0.17,7724.05,1336.77
ORD008358,PROD0462,3,0.05,127563.86,24177.77
ORD008358,PROD0208,4,0.06,119200.69,39389.73
ORD008358,PROD0395,1,0.21,18376.74,-905.19
ORD008359,PROD0027,5,0.15,199720.67,9884.77
ORD008359,PROD0352,5,0.05,80888.84,37995.14
ORD008360,PROD0376,2,0.14,10508.91,416.29
ORD008360,PROD0076,3,0.09,124053.41,49645.25
ORD008360,PROD0397,2,0.26,37655.15,2311.13
ORD008360,PROD0150,5,0.13,135970.82,60305.57
ORD008361,PROD0352,4,0.05,64711.07,30396.11
ORD008362,PROD0247,1,0.18,11550.39,4151.82
ORD008362,PROD0302,3,0.09,24835.96,11586.1
ORD008363,PROD0486,4,0.1,119824.06,10021.02
ORD008363,PROD0329,2,0.17,23910.08,6763.02
ORD008364,PROD0305,4,0.11,90138.63,16593.83
ORD008364,PROD0011,3,0.09,83835.82,37238.08
ORD008364,PROD0058,4,0.27,92798.1,-8718.46
ORD008364,PROD0325,3,0.26,87738.42,10744.77
ORD008365,PROD0196,3,0.01,147098.49,55712.13
ORD008365,PROD0307,3,0.3,66163.97,20538.86
ORD008366,PROD0080,1,0.22,9446.26,468.84
ORD008366,PROD0389,1,0.13,10173.6,1533.05
ORD008367,PROD0111,5,0.28,118740.1,7038.1
ORD008368,PROD0180,2,0.08,86534.17,22556.29
ORD008369,PROD0174,5,0.0,159320.75,84739.25
ORD008369,PROD0187,2,0.22,7790.36,567.28
ORD008369,PROD0214,4,0.03,86306.99,14673.83
ORD008370,PROD0281,3,0.08,97408.02,40743.48
ORD008371,PROD0482,4,0.15,42479.09,12208.09
ORD008371,PROD0331,4,0.09,65512.76,4707.84
ORD008372,PROD0206,3,0.09,44143.8,3879.57
ORD008372,PROD0389,1,0.02,11459.91,2819.36
ORD008372,PROD0216,3,0.25,16665.05,-102.31
ORD008372,PROD0372,4,0.06,140835.27,43286.15
ORD008373,PROD0465,3,0.11,84862.93,32118.7
ORD008373,PROD0390,4,0.11,128465.52,26492.92
ORD008373,PROD0372,3,0.12,98884.34,25722.5
ORD008373,PROD0019,5,0.24,58669.34,20914.94
ORD008374,PROD0063,2,0.06,21861.35,7422.55
ORD008374,PROD0235,2,0.19,18488.59,-577.23
ORD008374,PROD0493,2,0.09,66413.58,19106.92
ORD008375,PROD0323,4,0.07,23258.11,3095.79
ORD008375,PROD0406,1,0.09,44814.42,6128.29
ORD008375,PROD0408,3,0.2,104481.24,18606.12
ORD008376,PROD0220,3,0.09,96642.66,45396.63
ORD008376,PROD0022,5,0.19,8136.9,-37.45
ORD008377,PROD0500,5,0.13,206741.58,57411.83
ORD008378,PROD0263,3,0.1,113305.34,33050.24
ORD008378,PROD0364,4,0.2,23189.41,924.49
ORD008378,PROD0145,5,0.16,61072.62,11172.42
ORD008378,PROD0312,1,0.22,14595.72,2548.47
ORD008379,PROD0431,4,0.2,124299.9,26209.34
ORD008379,PROD0244,5,0.09,11642.04,4447.19
ORD008379,PROD0447,5,0.2,166247.72,39717.97
ORD008380,PROD0118,5,0.16,42015.04,5052.79
ORD008380,PROD0222,2,0.29,26839.79,4224.17
ORD008380,PROD0099,1,0.2,29104.0,-321.75
ORD008381,PROD0075,5,0.28,10290.56,2265.96
ORD008381,PROD0156,3,0.06,62369.6,30429.56
ORD008382,PROD0500,2,0.04,91251.46,31519.56
ORD008382,PROD0063,3,0.11,31047.77,9389.57
ORD008382,PROD0199,3,0.09,117289.29,37171.98
ORD008383,PROD0141,2,0.23,68581.24,16459.68
ORD008383,PROD0224,5,0.21,194751.79,9527.74
ORD008383,PROD0116,4,0.23,122590.53,18937.09
ORD008384,PROD0221,2,0.3,6323.0,-1306.66
ORD008385,PROD0409,2,0.12,52248.05,16054.33
ORD008385,PROD0211,2,0.24,60255.05,-463.59
ORD008386,PROD0251,4,0.12,123195.21,30177.41
ORD008387,PROD0472,4,0.01,129395.34,27199.58
ORD008388,PROD0095,1,0.26,19701.49,5145.26
ORD008389,PROD0064,5,0.24,155630.25,-7022.25
ORD008390,PROD0114,4,0.27,142083.17,23893.49
ORD008391,PROD0156,4,0.29,62811.94,20225.22
ORD008392,PROD0086,3,0.16,85616.87,39074.39
ORD008392,PROD0184,4,0.26,142290.66,-13871.46
ORD008392,PROD0289,2,0.24,11566.52,-922.8
ORD008392,PROD0268,3,0.01,114400.45,18730.9
ORD008393,PROD0069,2,0.29,37039.12,-1106.36
ORD008393,PROD0255,1,0.18,38954.15,3786.73
ORD008393,PROD0359,5,0.17,172564.39,-1249.71
ORD008393,PROD0252,4,0.22,48932.58,281.18
ORD008394,PROD0295,5,0.09,30320.65,13302.4
ORD008394,PROD0267,4,0.14,171425.0,37439.88
ORD008394,PROD0051,2,0.18,3053.73,429.89
ORD008394,PROD0210,2,0.14,58005.57,7355.25
ORD008395,PROD0093,4,0.02,51429.22,13959.7
ORD008395,PROD0428,3,0.13,27393.1,10822.63
ORD008396,PROD0249,4,0.18,96129.29,39730.25
ORD008396,PROD0371,2,0.24,35408.69,8826.49
ORD008396,PROD0223,2,0.08,74880.9,7414.88
ORD008396,PROD0028,2,0.07,55829.07,6678.49
ORD008397,PROD0188,2,0.07,7138.83,2705.15
ORD008397,PROD0255,5,0.03,230399.54,54562.44
ORD008397,PROD0131,4,0.24,93832.21,-10620.51
ORD008397,PROD0349,3,0.11,39101.99,9116.69
ORD008398,PROD0414,5,0.15,74431.95,22874.15
ORD008398,PROD0375,3,0.29,96599.04,1402.02
ORD008398,PROD0242,3,0.04,65925.19,17784.46
ORD008398,PROD0195,5,0.16,157943.31,12647.91
ORD008399,PROD0002,3,0.11,97935.87,22067.1
ORD008399,PROD0036,3,0.25,87031.28,25588.79
ORD008399,PROD0062,5,0.27,58782.41,19001.96
ORD008400,PROD0267,1,0.05,47341.21,13844.93
ORD008400,PROD0119,2,0.29,20241.23,7134.99
ORD008400,PROD0279,3,0.16,17540.61,7903.44
ORD008400,PROD0218,2,0.29,6361.76,-182.68
ORD008401,PROD0035,1,0.27,2923.77,-459.62
ORD008402,PROD0473,1,0.17,8764.09,3966.03
ORD008402,PROD0256,2,0.21,48643.05,10633.91
ORD008402,PROD0296,3,0.12,19007.23,3750.7
ORD008402,PROD0197,2,0.08,34572.31,5991.33
ORD008403,PROD0155,5,0.18,163265.08,52098.93
ORD008404,PROD0014,2,0.17,16971.49,3564.13
ORD008405,PROD0431,2,0.04,74579.94,25534.66
ORD008406,PROD0164,5,0.15,118368.45,21628.25
ORD008407,PROD0130,1,0.06,26914.12,12916.76
ORD008408,PROD0161,2,0.14,47466.1,6852.86
ORD008409,PROD0226,1,0.13,33864.05,7653.98
ORD008409,PROD0128,2,0.25,13085.69,1348.35
ORD008410,PROD0142,1,0.12,16690.49,7442.58
ORD008410,PROD0378,4,0.2,23109.82,935.66
ORD008411,PROD0229,3,0.02,2540.98,888.13
ORD008412,PROD0027,4,0.03,182333.23,30464.51
ORD008412,PROD0338,1,0.09,18834.02,1387.69
ORD008412,PROD0309,5,0.09,15176.84,5824.74
ORD008413,PROD0461,1,0.22,33901.03,5868.68
ORD008414,PROD0170,5,0.19,96659.08,38289.68
ORD008414,PROD0454,5,0.03,198495.71,78431.01
ORD008414,PROD0036,5,0.29,137316.02,34911.87
ORD008415,PROD0247,4,0.17,46764.99,17170.71
ORD008416,PROD0057,2,0.17,77199.91,5278.59
ORD008416,PROD0336,1,0.04,8560.0,1349.03
ORD008416,PROD0331,2,0.27,26277.09,-4125.37
ORD008416,PROD0300,5,0.3,34498.66,11515.31
ORD008417,PROD0046,3,0.22,14610.56,837.32
ORD008417,PROD0028,2,0.29,42622.19,-6528.39
ORD008417,PROD0086,3,0.15,86636.12,40093.64
ORD008418,PROD0400,1,0.07,32478.9,3876.52
ORD008418,PROD0436,3,0.06,53166.79,21589.24
ORD008419,PROD0367,3,0.14,86069.57,20093.63
ORD008419,PROD0235,5,0.15,48504.02,839.47
ORD008420,PROD0413,2,0.1,48615.41,4432.53
ORD008421,PROD0186,5,0.09,24154.45,12016.5
ORD008421,PROD0493,2,0.07,67873.22,20566.56
ORD008422,PROD0250,3,0.21,115483.99,-7964.63
ORD008422,PROD0078,2,0.16,82801.87,28899.61
ORD008423,PROD0055,3,0.24,26610.5,9776.15
ORD008423,PROD0073,4,0.22,45104.5,18229.46
ORD008423,PROD0491,3,0.26,37544.46,-931.77
ORD008424,PROD0261,3,0.24,68008.52,14106.71
ORD008424,PROD0273,4,0.12,109193.81,35579.17
ORD008424,PROD0078,4,0.26,145889.02,38084.5
