product_id,product_name,category,revenue,profit,units_sold,orders,average_rating,review_count
PROD0300,Kitchen Appliances Product 300,Home & Kitchen,6103798.61,2798792.88,719,238,4.0,53
PROD0301,Fiction Product 301,Books,4946846.35,1670829.76,671,228,4.206896551724138,58
PROD0302,Fitness Equipment Product 302,Sports,5836358.78,2532727.02,748,241,3.9464285714285716,56
PROD0303,Ethnic Wear Product 303,Fashion,3904719.96,989559.86,730,249,3.8461538461538463,65
PROD0304,Smart Watches Product 304,Electronics,6489823.68,1937623.0,724,251,4.029850746268656,67
PROD0305,Smartphones Product 305,Electronics,14439145.17,2249094.57,663,226,4.052631578947368,57
PROD0306,Headphones Product 306,Electronics,1389564.1300000001,130026.73,726,247,4.076923076923077,65
PROD0307,Outdoor Product 307,Sports,18477389.9,7877156.01,697,240,4.148148148148148,54
PROD0308,Kitchen Appliances Product 308,Home & Kitchen,27112322.22,1318078.57,721,243,3.6774193548387095,62
PROD0309,Non Fiction Product 309,Books,2458915.36,841002.06,865,279,4.081967213114754,61
PROD0310,Non Fiction Product 310,Books,25983799.28,2904537.13,763,259,4.019230769230769,52
PROD0311,Academic Product 311,Books,6103859.73,2262150.93,760,251,4.372549019607843,51
PROD0312,Fitness Equipment Product 312,Sports,13475778.0,3344040.75,841,285,4.066666666666666,60
PROD0313,Cameras Product 313,Electronics,22266713.05,6636801.79,843,280,4.0,61
PROD0314,Home Decor Product 314,Home & Kitchen,12866143.18,1441351.53,655,223,3.842857142857143,70
PROD0315,Footwear Product 315,Fashion,1279118.98,459082.17,701,245,3.891891891891892,74
PROD0316,Furniture Product 316,Home & Kitchen,26487243.15,1178061.39,876,295,4.072727272727272,55
PROD0317,Technology Product 317,Books,15811312.459999999,3446248.96,725,238,3.7857142857142856,56
PROD0318,Haircare Product 318,Beauty,3333502.85,842159.49,704,234,4.083333333333333,60
PROD0319,Home Decor Product 319,Home & Kitchen,17604929.97,6256248.47,775,275,3.8208955223880596,67
PROD0320,Skincare Product 320,Beauty,8624748.15,2557406.61,738,254,3.6166666666666667,60
PROD0321,Home Decor Product 321,Home & Kitchen,671451.01,213304.41,610,209,3.893939393939394,66
PROD0322,Laptops Product 322,Electronics,6919037.81,2227877.81,747,250,4.116666666666666,60
PROD0323,Technology Product 323,Books,3882791.29,213249.05,728,244,3.877551020408163,49
PROD0324,Yoga Product 324,Sports,19861534.33,3065340.52,781,262,4.142857142857143,49
PROD0325,Smartphones Product 325,Electronics,24366381.65,5502937.4,735,248,4.042857142857143,70
PROD0326,Bags Product 326,Accessories,2737776.39,621492.22,689,223,3.8392857142857144,56
PROD0327,Sportswear Product 327,Sports,18690873.12,2310880.87,743,258,3.8333333333333335,72
PROD0328,Non Fiction Product 328,Books,14841964.28,6111713.09,801,266,3.9166666666666665,60
PROD0329,Headphones Product 329,Electronics,8485772.17,2552889.41,692,234,3.9473684210526314,57
PROD0330,Accessories Product 330,Fashion,20676097.68,4323944.88,744,255,3.8225806451612905,62
PROD0331,Kitchen Appliances Product 331,Home & Kitchen,11196562.209999999,99664.31000000003,730,243,3.9183673469387754,49
PROD0332,Fragrances Product 332,Beauty,19666342.04,7041145.04,762,252,4.071428571428571,56
PROD0333,Smartphones Product 333,Electronics,3879994.25,1538140.7,855,282,3.985294117647059,68
PROD0334,Headphones Product 334,Electronics,8010539.55,3141294.75,756,245,3.980392156862745,51
PROD0335,Sportswear Product 335,Sports,6432926.47,2151368.8,793,260,4.071428571428571,56
PROD0336,Footwear Product 336,Fashion,6113714.9799999995,316095.10000000003,804,269,3.8688524590163933,61
PROD0337,Bags Product 337,Accessories,2793770.41,623935.08,767,256,3.9423076923076925,52
PROD0338,Yoga Product 338,Sports,14234997.0,103469.7,810,268,4.162162162162162,74
PROD0339,Academic Product 339,Books,3765707.24,1088294.39,749,260,4.2,50
PROD0340,Wallets Product 340,Accessories,30338521.89,1927413.09,736,235,4.016949152542373,59
PROD0341,Self Help Product 341,Books,23536284.91,8329610.35,672,230,3.9,60
PROD0342,Bags Product 342,Accessories,5026669.27,749384.23,678,229,4.0,53
PROD0343,Men Clothing Product 343,Fashion,34514633.26,7212378.88,873,282,4.0,53
PROD0344,Fragrances Product 344,Beauty,17855368.84,6109598.44,728,237,4.12280701754386,57
PROD0345,Technology Product 345,Books,24818352.88,9545865.58,755,253,3.8181818181818183,66
PROD0346,Cookware Product 346,Home & Kitchen,8776966.1,2394784.22,628,210,4.208333333333333,48
PROD0347,Smartphones Product 347,Electronics,16674791.15,5979110.17,766,260,3.8405797101449277,69
PROD0348,Smartphones Product 348,Electronics,3855482.71,715005.85,753,252,4.072727272727272,55
PROD0349,Laptops Product 349,Electronics,9571054.0,1834846.6,774,251,4.015151515151516,66
PROD0350,Non Fiction Product 350,Books,4729128.7299999995,1185016.13,692,235,3.811320754716981,53
PROD0351,Men Clothing Product 351,Fashion,16981352.77,7568196.61,747,250,3.8666666666666667,60
PROD0352,Smart Watches Product 352,Electronics,10992708.61,4464287.47,761,245,3.8412698412698414,63
PROD0353,Personal Care Product 353,Beauty,2351584.24,31432.39,795,262,4.063492063492063,63
PROD0354,Jewellery Product 354,Accessories,9225439.4,825405.45,665,230,3.7313432835820897,67
PROD0355,Home Decor Product 355,Home & Kitchen,7917321.08,1186215.64,719,246,3.9857142857142858,70
PROD0356,Self Help Product 356,Books,24789575.55,4738122.3,765,262,4.1525423728813555,59
PROD0357,Self Help Product 357,Books,17140258.44,4678511.1,854,275,3.806451612903226,62
PROD0358,Women Clothing Product 358,Fashion,11295502.66,452696.62,748,247,3.878787878787879,66
PROD0359,Accessories Product 359,Fashion,27808231.25,623706.01,782,252,3.6666666666666665,48
PROD0360,Non Fiction Product 360,Books,4210355.61,555819.61,760,245,3.8405797101449277,69
PROD0361,Personal Care Product 361,Beauty,32863781.7,12852613.86,816,265,4.064516129032258,62
PROD0362,Kitchen Appliances Product 362,Home & Kitchen,2278848.27,268790.79,747,251,3.984848484848485,66
PROD0363,Furniture Product 363,Home & Kitchen,18653525.95,1470965.84,757,247,3.8771929824561404,57
PROD0364,Home Decor Product 364,Home & Kitchen,4874123.62,493500.61,787,261,4.052631578947368,57
PROD0365,Haircare Product 365,Beauty,6473875.09,2499812.68,747,250,3.9322033898305087,59
PROD0366,Accessories Product 366,Fashion,5723533.04,509628.82,794,266,4.392857142857143,56
PROD0367,Smart Watches Product 367,Electronics,21932061.93,4954253.37,772,265,3.9464285714285716,56
PROD0368,Cookware Product 368,Home & Kitchen,13078516.8,864614.9299999999,841,274,3.909090909090909,55
PROD0369,Fiction Product 369,Books,13276950.23,1002928.19,798,271,4.053571428571429,56
PROD0370,Furniture Product 370,Home & Kitchen,13480983.75,3937176.97,718,246,3.8076923076923075,52
PROD0371,Team Sports Product 371,Sports,15212923.84,4992067.94,769,263,4.033898305084746,59
PROD0372,Bags Product 372,Accessories,21811488.55,5179363.59,682,226,4.132075471698113,53
PROD0373,Cookware Product 373,Home & Kitchen,7096766.98,317223.79,707,234,4.254901960784314,51
PROD0374,Kitchen Appliances Product 374,Home & Kitchen,11693717.67,2510428.57,710,237,3.9206349206349205,63
PROD0375,Outdoor Product 375,Sports,28108051.87,4943443.67,730,243,4.014925373134329,67
PROD0376,Accessories Product 376,Fashion,4282013.35,144039.15,820,275,4.015384615384615,65
PROD0377,Fiction Product 377,Books,21333609.04,6839838.36,788,261,4.052631578947368,57
PROD0378,Personal Care Product 378,Beauty,4705665.65,481488.17,762,243,4.112903225806452,62
PROD0379,Ethnic Wear Product 379,Fashion,20822977.88,4597627.04,786,249,3.9019607843137254,51
PROD0380,Footwear Product 380,Fashion,32526423.45,3392123.58,851,269,3.807017543859649,57
PROD0381,Fragrances Product 381,Beauty,4601517.12,1515900.37,685,232,3.844155844155844,77
PROD0382,Men Clothing Product 382,Fashion,8131741.69,944573.69,760,255,3.903225806451613,62
PROD0383,Cameras Product 383,Electronics,1284183.34,269587.7,761,252,4.158730158730159,63
PROD0384,Haircare Product 384,Beauty,25927750.8,1431304.47,801,274,4.21875,64
PROD0385,Makeup Product 385,Beauty,11676755.37,1022586.53,791,257,3.9473684210526314,57
PROD0386,Smartphones Product 386,Electronics,4197867.67,343241.74,843,278,3.864406779661017,59
PROD0387,Sunglasses Product 387,Accessories,4566627.71,1301596.67,808,257,4.03125,64
PROD0388,Fitness Equipment Product 388,Sports,23231896.59,9223714.35,688,238,3.9649122807017543,57
PROD0389,Storage Product 389,Home & Kitchen,6472863.54,839224.94,652,219,4.014925373134329,67
PROD0390,Travel Accessories Product 390,Accessories,22865779.82,4000848.82,740,247,3.926470588235294,68
PROD0391,Fitness Equipment Product 391,Sports,21085410.43,4631257.48,709,241,3.7974683544303796,79
PROD0392,Home Decor Product 392,Home & Kitchen,8137534.8,2476166.36,751,259,3.873015873015873,63
PROD0393,Kitchen Appliances Product 393,Home & Kitchen,6596328.81,444812.71,811,266,3.8363636363636364,55
PROD0394,Outdoor Product 394,Sports,18887966.97,5370944.01,756,253,4.15625,64
PROD0395,Outdoor Product 395,Sports,14641372.9,546282.07,731,244,3.8088235294117645,68
PROD0396,Academic Product 396,Books,5017595.43,994293.35,742,255,3.967741935483871,62
PROD0397,Accessories Product 397,Fashion,15720262.67,2908055.42,725,234,4.196969696969697,66
PROD0398,Makeup Product 398,Beauty,796481.1,53504.1,775,259,3.742424242424242,66
PROD0399,Footwear Product 399,Fashion,25631398.669999998,5047630.62,653,229,4.022222222222222,45
PROD0400,Women Clothing Product 400,Fashion,19381522.56,761373.1799999999,651,229,3.9682539682539684,63
PROD0401,Smart Watches Product 401,Electronics,21666184.3,8786149.12,711,246,3.9411764705882355,68
PROD0402,Women Clothing Product 402,Fashion,19244959.78,3567900.8,782,262,4.0625,64
PROD0403,Outdoor Product 403,Sports,12921856.71,1635611.85,709,231,4.0,65
PROD0404,Footwear Product 404,Fashion,28680330.97,848525.65,726,246,4.184615384615385,65
PROD0405,Travel Accessories Product 405,Accessories,15877901.0,6666992.93,819,269,3.9047619047619047,63
PROD0406,Haircare Product 406,Beauty,34784358.12,2558811.83,833,272,4.196428571428571,56
PROD0407,Team Sports Product 407,Sports,4510966.53,152092.53,820,262,4.020833333333333,48
PROD0408,Laptops Product 408,Electronics,25845176.02,6093898.42,690,233,3.878787878787879,66
PROD0409,Laptops Product 409,Electronics,19174439.15,5457019.27,758,254,3.772727272727273,66
PROD0410,Fitness Equipment Product 410,Sports,2146942.74,669738.18,837,280,3.6956521739130435,69
PROD0411,Self Help Product 411,Books,20642830.54,9598322.06,608,217,3.8983050847457625,59
PROD0412,Ethnic Wear Product 412,Fashion,10447762.98,2932110.75,731,239,3.8,60
PROD0413,Kitchen Appliances Product 413,Home & Kitchen,16314520.65,607506.8099999999,711,232,3.893939393939394,66
PROD0414,Non Fiction Product 414,Books,11414183.34,3536151.5,764,257,3.8309859154929575,71
PROD0415,Academic Product 415,Books,19676056.23,5105006.23,625,222,3.7313432835820897,67
PROD0416,Men Clothing Product 416,Fashion,7758522.140000001,2001221.3,796,264,4.015873015873016,63
PROD0417,Home Decor Product 417,Home & Kitchen,4038832.29,1583799.73,646,227,3.7837837837837838,74
PROD0418,Jewellery Product 418,Accessories,16717182.57,4502050.26,789,254,3.8983050847457625,59
PROD0419,Fitness Equipment Product 419,Sports,29438789.94,9016349.94,750,245,4.033333333333333,60
PROD0420,Men Clothing Product 420,Fashion,18344185.54,3220071.1,738,243,3.784313725490196,51
PROD0421,Home Decor Product 421,Home & Kitchen,625229.9400000001,96706.77,777,268,3.7777777777777777,63
PROD0422,Jewellery Product 422,Accessories,5959352.63,157763.43,760,258,3.8870967741935485,62
PROD0423,Footwear Product 423,Fashion,5220826.2,1447047.14,797,261,3.911111111111111,45
PROD0424,Men Clothing Product 424,Fashion,3100923.05,28551.809999999998,797,264,4.0,67
PROD0425,Men Clothing Product 425,Fashion,14311295.22,2578350.72,675,233,3.7857142857142856,56
PROD0426,Footwear Product 426,Fashion,2322988.03,279073.02999999997,750,249,3.9661016949152543,59
PROD0427,Bags Product 427,Accessories,6471690.15,235989.38999999998,718,240,4.135593220338983,59
PROD0428,Men Clothing Product 428,Fashion,6879026.24,2659079.88,764,252,3.985294117647059,68
PROD0429,Smartphones Product 429,Electronics,1336159.08,330204.12,744,250,3.8524590163934427,61
PROD0430,Laptops Product 430,Electronics,17849202.64,7754692.84,747,264,3.8219178082191783,73
PROD0431,Headphones Product 431,Electronics,25770477.490000002,6520205.09,785,253,4.030769230769231,65
PROD0432,Makeup Product 432,Beauty,16060643.18,4222413.92,717,242,4.145161290322581,62
PROD0433,Sunglasses Product 433,Accessories,12550273.75,2468535.95,740,253,4.12987012987013,77
PROD0434,Men Clothing Product 434,Fashion,5376757.13,2083228.49,786,258,3.966666666666667,60
PROD0435,Furniture Product 435,Home & Kitchen,28014284.69,536753.5,769,250,3.84,50
PROD0436,Fragrances Product 436,Beauty,12776619.55,4334887.85,802,257,3.918032786885246,61
PROD0437,Fitness Equipment Product 437,Sports,18507585.05,5148905.05,674,233,4.160493827160494,81
PROD0438,Sunglasses Product 438,Accessories,1034563.8099999999,415924.18,773,262,3.96,75
PROD0439,Cookware Product 439,Home & Kitchen,20572552.86,3263167.26,676,233,3.8055555555555554,72
PROD0440,Women Clothing Product 440,Fashion,1067338.71,390397.48,763,260,3.9642857142857144,56
PROD0441,Fragrances Product 441,Beauty,8461920.58,1253831.44,851,271,3.953846153846154,65
PROD0442,Laptops Product 442,Electronics,910519.32,382696.02999999997,839,276,3.96,50
PROD0443,Skincare Product 443,Beauty,26826190.58,10368156.540000001,788,268,4.037037037037037,54
PROD0444,Academic Product 444,Books,21140846.18,7608234.28,758,249,3.8767123287671232,73
PROD0445,Yoga Product 445,Sports,3109434.66,1098328.75,701,244,3.7547169811320753,53
PROD0446,Personal Care Product 446,Beauty,26068841.82,1520602.22,856,277,4.0,58
PROD0447,Self Help Product 447,Books,31078764.36,8733610.51,883,284,3.9076923076923076,65
PROD0448,Team Sports Product 448,Sports,20354581.919999998,7574895.81,717,225,3.8870967741935485,62
PROD0449,Technology Product 449,Books,9173254.83,420911.23,728,256,4.071428571428571,42
PROD0450,Haircare Product 450,Beauty,656530.32,284054.37,813,276,4.109375,64
PROD0451,Storage Product 451,Home & Kitchen,6428395.96,2868124.29,727,244,3.7142857142857144,56
PROD0452,Technology Product 452,Books,5965426.99,1140180.91,758,248,4.0,64
PROD0453,Makeup Product 453,Beauty,14739854.73,628688.5,823,274,4.070422535211268,71
PROD0454,Smartphones Product 454,Electronics,27089957.44,8455916.0,776,263,3.9855072463768115,69
PROD0455,Footwear Product 455,Fashion,9624145.82,2795083.62,860,275,3.9152542372881354,59
PROD0456,Smart Watches Product 456,Electronics,19605904.72,6757343.64,778,260,4.0,56
PROD0457,Self Help Product 457,Books,18819681.75,5305751.06,703,237,3.9152542372881354,59
PROD0458,Sunglasses Product 458,Accessories,18786926.05,4930750.05,800,252,3.8727272727272726,55
PROD0459,Team Sports Product 459,Sports,8019321.35,203269.48,631,223,3.9523809523809526,63
PROD0460,Fragrances Product 460,Beauty,22869251.07,9145251.51,709,238,3.8846153846153846,52
PROD0461,Ethnic Wear Product 461,Fashion,22071744.2,5224301.85,601,222,4.032786885245901,61
PROD0462,Self Help Product 462,Books,28289636.41,2787734.21,740,247,4.098039215686274,51
PROD0463,Women Clothing Product 463,Fashion,16243725.39,7567023.93,882,288,4.137254901960785,51
PROD0464,Yoga Product 464,Sports,9020845.43,1994101.43,772,255,4.048387096774194,62
PROD0465,Fitness Equipment Product 465,Sports,22277632.46,7808132.03,823,268,3.7142857142857144,49
PROD0466,Smart Watches Product 466,Electronics,4558377.58,292647.64,753,244,3.888888888888889,54
PROD0467,Smartphones Product 467,Electronics,29619540.55,6575658.0,709,234,4.072727272727272,55
PROD0468,Outdoor Product 468,Sports,5491316.93,1882618.47,731,237,3.8028169014084505,71
PROD0469,Makeup Product 469,Beauty,700052.65,21697.15,685,230,4.1521739130434785,46
PROD0470,Headphones Product 470,Electronics,3520306.01,693912.26,675,228,3.8620689655172415,58
PROD0471,Non Fiction Product 471,Books,8510739.84,1778718.24,720,237,3.9583333333333335,72
PROD0472,Men Clothing Product 472,Fashion,17977456.11,1345096.17,651,215,4.057971014492754,69
PROD0473,Smartphones Product 473,Electronics,7123829.35,3299775.53,797,272,4.018518518518518,54
PROD0474,Ethnic Wear Product 474,Fashion,4508981.86,222505.16,745,243,3.8035714285714284,56
PROD0475,Bags Product 475,Accessories,28379664.79,5721859.67,752,259,3.8656716417910446,67
PROD0476,Academic Product 476,Books,17101348.5,2617974.54,671,224,3.847457627118644,59
PROD0477,Women Clothing Product 477,Fashion,6086217.05,268499.06,791,264,4.169491525423729,59
PROD0478,Academic Product 478,Books,14404487.26,4126155.97,807,273,3.9857142857142858,70
PROD0479,Sportswear Product 479,Sports,15370786.32,6919344.98,691,244,4.0476190476190474,63
PROD0480,Women Clothing Product 480,Fashion,5381365.32,677669.18,737,257,4.218181818181818,55
PROD0481,Accessories Product 481,Fashion,2859300.6,521483.92,766,247,3.967741935483871,62
PROD0482,Headphones Product 482,Electronics,7421596.76,2146875.01,697,231,3.8405797101449277,69
PROD0483,Women Clothing Product 483,Fashion,8510387.98,2619655.58,679,231,4.0508474576271185,59
PROD0484,Smart Watches Product 484,Electronics,22353490.61,7183964.21,740,244,3.9464285714285716,56
PROD0485,Smart Watches Product 485,Electronics,19295853.73,4737953.88,799,255,4.075757575757576,66
PROD0486,Personal Care Product 486,Beauty,19102284.44,627922.96,673,223,4.1395348837209305,43
PROD0487,Self Help Product 487,Books,23810081.45,8699635.37,768,256,3.9692307692307693,65
PROD0488,Home Decor Product 488,Home & Kitchen,1105495.96,376709.36,710,226,4.166666666666667,60
PROD0489,Personal Care Product 489,Beauty,18150183.6,8238969.3,705,245,4.078947368421052,76
PROD0490,Skincare Product 490,Beauty,15196626.57,2848929.27,718,247,4.081967213114754,61
PROD0491,Skincare Product 491,Beauty,10401338.17,1141392.15,722,233,3.9384615384615387,65
PROD0492,Cameras Product 492,Electronics,3479225.44,1512114.52,732,240,3.9814814814814814,54
PROD0493,Team Sports Product 493,Sports,21930713.97,5255116.32,705,240,3.9836065573770494,61
PROD0494,Kitchen Appliances Product 494,Home & Kitchen,23404362.43,6069411.93,805,261,4.059701492537314,67
PROD0495,Bags Product 495,Accessories,7583914.84,598318.12,716,237,3.9682539682539684,63
PROD0496,Headphones Product 496,Electronics,27302722.68,4079983.75,797,274,3.7454545454545456,55
PROD0497,Personal Care Product 497,Beauty,9695762.1,1945994.22,817,257,3.9838709677419355,62
PROD0498,Haircare Product 498,Beauty,11523919.93,4973151.49,738,245,3.9661016949152543,59
PROD0499,Accessories Product 499,Fashion,28105165.57,11428388.77,720,251,3.769230769230769,52
PROD0500,Laptops Product 500,Electronics,33832427.85,8924225.55,834,280,4.111111111111111,63
